,preds_vec,true_vec
0,3,3
1,2,2
2,1,4
3,1,1
4,3,3
5,4,4
6,2,2
7,1,1
8,0,2
9,0,1
10,4,0
11,1,1
12,4,0
13,4,0
14,4,4
15,3,3
16,4,4
17,1,4
18,0,0
19,4,4
20,2,4
21,2,2
22,0,0
23,3,3
24,0,1
25,2,2
26,3,3
27,1,1
28,1,1
29,3,3
30,3,3
31,1,2
32,2,2
33,3,3
34,0,0
35,1,1
36,4,2
37,2,0
38,4,0
39,1,1
40,2,2
41,2,2
42,2,2
43,2,2
44,2,2
45,3,3
46,0,4
47,2,4
48,2,2
49,1,1
50,1,1
51,3,3
52,2,0
53,4,4
54,0,0
55,2,2
56,0,1
57,4,4
58,0,4
59,4,4
60,2,0
61,1,4
62,4,4
63,0,0
64,1,1
65,2,4
66,0,0
67,0,0
68,2,2
69,1,4
70,4,0
71,2,4
72,2,2
73,1,1
74,1,1
75,0,0
76,4,4
77,3,3
78,3,3
79,2,0
80,0,0
81,3,3
82,4,0
83,2,2
84,4,4
85,2,2
86,1,1
87,1,4
88,2,0
89,4,4
90,4,4
91,1,1
92,1,1
93,1,4
94,2,2
95,2,2
96,1,4
97,3,3
98,2,2
99,4,4
100,1,1
101,4,4
102,4,2
103,2,2
104,4,4
105,2,2
106,0,0
107,0,0
108,2,2
109,2,2
110,4,4
111,3,3
112,3,3
113,0,1
114,2,1
115,0,4
116,1,1
117,2,0
118,2,0
119,2,2
120,4,4
121,1,1
122,2,2
123,4,4
124,3,3
125,2,2
126,0,0
127,4,1
128,4,4
129,1,4
130,3,3
131,3,3
132,4,4
133,4,4
134,3,3
135,2,2
136,3,3
137,1,1
138,0,0
139,1,1
140,1,1
141,3,3
142,2,0
143,4,0
144,1,1
145,1,1
146,1,4
147,3,3
148,2,2
149,0,0
150,2,2
151,4,2
152,2,2
153,2,0
154,4,4
155,1,1
156,0,0
157,2,2
158,2,2
159,0,0
160,3,3
161,3,3
162,0,0
163,2,2
164,1,1
165,0,0
166,4,4
167,3,3
168,2,1
169,0,0
170,0,0
171,4,4
172,2,2
173,0,2
174,1,1
175,3,3
176,2,2
177,1,4
