,preds_vec,true_vec
0,0,0
1,0,0
2,0,0
3,2,2
4,0,0
5,3,3
6,4,4
7,3,3
8,2,4
9,2,2
10,2,0
11,3,3
12,2,2
13,4,4
14,0,0
15,2,2
16,2,4
17,1,1
18,2,0
19,4,4
20,3,3
21,3,3
22,4,4
23,3,3
24,0,0
25,3,3
26,2,2
27,2,2
28,1,1
29,1,1
30,4,4
31,2,2
32,1,1
33,2,2
34,1,1
35,0,0
36,2,2
37,2,2
38,3,3
39,4,4
40,4,4
41,1,1
42,3,3
43,1,1
44,1,3
45,2,2
46,4,4
47,0,2
48,0,0
49,4,4
50,1,1
51,3,3
52,1,1
53,2,2
54,2,2
55,2,2
56,4,4
57,1,1
58,3,3
59,2,2
60,2,2
61,1,1
62,0,0
63,0,0
64,3,3
65,2,2
66,1,1
67,0,0
68,4,4
69,4,4
70,4,4
71,1,1
72,2,2
73,0,0
74,1,1
75,0,0
76,2,2
77,1,1
78,3,3
79,4,4
80,0,0
81,1,1
82,1,1
83,2,4
84,2,2
85,0,0
86,2,2
87,3,3
88,0,0
89,1,1
90,3,3
91,2,2
92,2,2
93,1,1
94,3,3
95,2,2
96,3,3
97,0,0
98,4,4
99,4,4
100,0,0
101,2,2
102,1,3
103,4,4
104,4,4
105,4,4
106,4,0
107,2,2
108,2,4
109,0,0
110,3,3
111,3,1
112,1,1
113,2,2
114,1,1
115,2,4
116,1,1
117,0,0
118,1,1
119,2,2
120,1,1
121,3,3
122,1,0
123,2,2
124,0,0
125,3,3
126,1,1
127,0,0
128,0,0
129,2,2
130,0,0
131,3,3
132,4,4
133,2,0
134,0,0
135,2,2
136,2,2
137,4,4
138,1,1
139,1,1
140,0,0
141,4,4
142,3,3
143,4,4
144,2,2
145,3,3
146,1,1
147,2,2
148,4,4
149,4,4
150,3,3
151,1,1
152,3,3
153,4,2
154,1,1
155,0,0
156,4,4
157,2,2
158,2,0
159,0,0
160,3,3
161,1,1
162,4,4
163,0,0
164,2,0
165,0,0
166,3,3
167,0,0
168,0,0
169,3,3
170,1,1
171,1,1
172,3,3
173,3,3
174,1,1
175,3,3
176,3,3
177,0,0
178,2,2
179,1,1
180,1,1
181,4,4
182,4,4
183,4,0
184,3,3
185,2,0
186,0,0
187,2,2
188,0,0
189,3,3
190,3,3
191,4,4
192,1,1
193,4,4
194,1,1
195,2,2
196,2,2
197,4,4
198,2,2
199,3,3
200,3,3
201,4,4
202,3,3
203,2,2
204,2,2
205,1,1
206,3,3
207,4,4
208,3,3
209,3,3
210,3,3
211,0,0
212,2,2
213,3,3
214,3,3
215,3,3
216,4,4
217,3,3
218,2,2
219,4,4
220,0,0
221,1,1
222,4,4
223,2,0
224,0,0
225,2,4
226,0,0
227,3,3
228,1,1
229,4,4
230,4,1
231,1,1
232,4,4
233,1,1
234,1,1
235,1,1
236,4,4
237,1,1
238,1,1
239,1,1
240,3,3
241,2,4
242,1,1
243,0,0
244,1,1
245,3,3
246,3,3
247,4,4
248,1,1
249,2,2
250,2,2
251,0,0
252,1,3
253,3,3
254,1,1
255,4,4
256,1,1
257,1,1
258,4,4
259,0,0
260,1,1
261,3,3
262,2,2
263,0,0
264,4,4
265,3,3
266,3,3
267,4,4
268,4,4
269,0,0
270,0,0
271,4,4
272,2,2
273,2,2
274,0,0
275,2,2
276,1,1
277,0,0
278,3,3
279,4,4
280,0,0
281,0,0
282,4,4
283,3,3
284,3,3
285,4,4
286,2,2
287,1,3
288,4,4
289,4,4
290,2,4
291,0,0
292,1,1
293,2,2
294,1,1
295,3,3
296,1,1
297,0,0
298,1,1
299,0,0
300,2,4
301,0,0
302,0,0
303,0,0
304,2,2
305,3,3
306,2,0
307,1,1
308,4,4
309,4,4
310,1,1
311,3,3
312,0,4
313,2,2
314,4,4
315,3,3
316,2,2
317,4,4
318,2,2
319,2,2
320,2,2
321,3,3
322,2,2
323,3,3
324,3,3
325,2,2
326,4,4
327,2,2
328,1,1
329,4,4
330,4,4
331,3,3
332,3,3
333,4,4
334,1,0
335,0,0
336,4,4
337,1,1
338,1,1
339,3,3
340,1,1
341,4,4
342,2,2
343,4,4
344,1,1
345,4,4
346,3,3
347,3,3
348,0,0
349,1,1
350,3,3
351,3,3
352,4,4
353,2,2
354,2,2
355,2,2
356,2,2
357,1,1
358,4,4
359,3,3
360,3,3
361,3,3
362,4,4
363,0,0
364,3,3
365,1,1
366,1,1
367,4,4
368,4,4
369,3,3
370,3,3
371,2,2
372,1,1
373,3,3
374,1,1
375,4,4
376,0,0
377,4,4
378,4,4
379,3,3
380,1,1
381,0,0
382,3,3
383,2,2
384,3,3
385,2,2
386,0,0
387,4,0
388,1,4
389,2,2
390,1,1
391,2,2
392,2,2
393,2,2
394,1,1
395,3,3
396,0,0
397,0,2
398,1,1
399,4,4
400,3,3
401,4,4
402,3,3
403,1,1
404,4,4
405,0,0
406,2,2
407,1,1
408,3,3
409,0,0
410,3,3
411,0,0
412,3,3
413,2,2
414,3,3
415,3,3
416,2,2
417,1,1
418,1,1
419,1,1
420,0,0
421,4,4
422,2,2
423,4,4
424,3,3
425,0,0
426,2,0
427,2,2
428,4,4
429,0,0
430,3,3
431,3,3
432,2,2
433,0,0
434,4,4
435,2,2
436,3,3
437,1,1
438,1,1
439,1,4
440,4,4
441,0,0
442,1,1
443,3,3
444,2,2
445,4,4
446,2,2
447,3,3
448,2,2
449,2,2
450,2,2
451,2,2
452,3,3
453,1,1
454,4,4
455,1,1
456,2,2
457,2,2
458,3,3
459,1,0
460,0,0
461,3,3
462,3,3
463,3,3
464,2,2
465,2,2
466,3,3
467,4,4
468,2,2
469,2,2
470,3,3
471,3,3
472,1,1
473,2,2
474,1,1
475,3,3
476,3,3
477,3,3
478,1,1
479,0,0
480,2,2
481,1,1
482,2,2
483,1,1
484,4,4
485,4,4
486,4,4
487,4,4
488,0,0
489,2,2
490,4,4
491,2,2
492,4,4
493,1,1
494,1,0
495,0,0
496,1,1
497,0,0
498,3,3
499,4,4
500,0,0
501,3,3
502,3,3
503,2,2
504,2,4
505,0,0
506,2,4
507,1,1
508,2,2
509,2,2
510,2,2
511,1,0
512,1,1
513,3,3
514,1,1
515,0,0
516,1,1
517,2,2
518,4,4
519,4,0
520,2,2
521,4,4
522,1,1
523,2,2
524,4,4
525,0,0
526,3,3
527,1,1
528,1,1
529,2,2
530,3,3
531,1,1
532,2,2
533,2,2
534,4,4
535,2,2
536,2,2
537,0,0
538,2,2
539,0,0
540,2,2
541,2,2
542,1,1
543,1,1
544,0,0
545,2,2
546,1,1
547,1,1
548,2,2
549,3,3
550,4,1
551,2,2
552,4,4
553,0,0
554,3,3
555,1,1
556,0,0
557,2,2
558,4,4
559,3,3
560,2,2
561,0,0
562,2,2
563,1,1
564,3,3
565,0,0
566,3,3
567,0,0
568,1,1
569,2,2
570,2,2
