,preds_vec,true_vec
0,1,1
1,3,3
2,4,4
3,4,4
4,2,2
5,3,3
6,0,0
7,2,2
8,0,0
9,0,0
10,4,4
11,4,4
12,4,4
13,0,0
14,0,0
15,4,0
16,4,4
17,1,1
18,3,3
19,4,2
20,2,4
21,4,4
22,3,3
23,1,1
24,1,1
25,2,2
26,0,0
27,3,3
28,2,2
29,4,4
30,3,3
31,0,0
32,4,4
33,0,0
34,3,3
35,3,3
36,1,1
37,4,2
38,4,4
39,4,2
40,4,0
41,4,4
42,2,2
43,2,2
44,2,2
45,3,3
46,1,1
47,2,2
48,4,4
49,3,3
50,1,1
51,1,1
52,0,0
53,3,3
54,3,3
55,4,4
56,4,4
57,2,2
58,2,2
59,0,0
60,3,3
61,3,3
62,1,1
63,4,4
64,1,1
65,1,1
66,3,3
67,2,2
68,4,4
69,3,3
70,2,2
71,4,4
72,4,4
73,1,1
74,3,3
75,1,1
76,0,0
77,4,4
78,3,3
79,1,1
80,4,4
81,0,0
82,4,4
83,4,4
84,0,0
85,4,4
86,2,2
87,2,2
88,3,0
89,2,2
90,3,3
91,4,4
92,0,0
93,1,0
94,0,0
95,4,4
96,1,1
97,2,2
98,0,0
99,4,4
100,1,1
101,2,2
102,4,4
103,1,1
104,3,3
105,1,1
106,3,3
107,2,2
108,1,1
109,0,0
110,0,0
111,2,2
112,0,0
113,0,0
114,1,1
115,4,4
116,4,4
117,2,2
118,1,1
119,4,4
120,3,3
121,2,2
122,3,3
123,2,4
124,2,2
125,0,0
126,3,3
127,3,3
128,1,1
129,0,0
130,2,2
131,4,4
132,0,0
133,2,2
134,4,4
135,1,1
136,0,0
137,1,1
138,2,2
139,0,0
140,0,0
141,1,1
142,0,0
143,2,2
144,0,0
145,3,3
146,3,3
147,3,3
148,1,1
149,3,3
150,3,3
151,0,0
152,1,1
153,1,1
154,4,4
155,4,4
156,1,1
157,4,4
158,2,2
159,3,3
160,3,3
161,2,2
162,1,1
163,0,2
164,1,1
165,3,3
166,3,3
167,4,4
168,1,1
169,1,1
170,3,3
171,4,2
172,4,4
173,2,2
174,3,3
175,2,2
176,3,3
177,4,4
178,2,2
179,3,3
180,0,0
181,0,0
182,3,3
183,3,3
184,0,0
185,0,0
186,2,2
187,0,0
188,0,0
189,2,4
190,2,4
191,2,2
192,2,2
193,4,0
194,4,4
195,1,1
196,3,3
197,2,2
198,1,1
199,4,4
200,1,1
201,3,3
202,1,1
203,1,1
204,4,4
205,2,2
206,1,1
207,1,1
208,0,0
209,0,0
210,3,3
211,2,2
212,1,1
213,3,3
214,1,1
215,4,4
216,4,4
217,2,2
218,2,2
219,0,0
220,0,0
221,2,2
222,1,0
223,4,2
224,1,1
225,4,4
226,3,3
227,2,2
228,3,3
229,4,4
230,0,0
231,3,3
232,0,0
233,0,0
234,2,4
235,0,0
236,4,0
237,3,1
238,2,2
239,1,1
240,4,4
241,0,0
242,2,2
243,4,2
244,3,3
245,3,3
246,1,1
247,0,0
248,4,4
249,3,3
250,3,3
251,4,4
252,2,2
253,3,3
254,4,4
255,4,0
256,0,0
257,0,0
258,2,2
259,3,3
260,3,3
261,4,0
262,4,0
263,2,2
264,3,3
265,4,2
266,1,1
267,4,2
268,1,1
269,4,2
270,2,2
271,1,3
272,2,2
273,0,4
274,2,2
275,1,1
276,2,4
277,2,2
278,0,0
279,1,3
280,3,0
281,2,2
282,4,2
283,0,0
284,1,1
285,0,0
286,2,2
287,4,4
288,1,1
289,4,0
290,4,4
291,2,4
292,4,4
293,4,4
294,1,1
295,3,3
296,3,3
297,1,1
298,2,2
299,0,0
300,1,1
301,2,2
302,3,3
303,2,2
304,3,3
305,3,3
306,2,2
307,1,1
308,3,0
309,3,3
310,1,1
311,3,3
312,4,4
313,2,2
314,0,0
315,1,1
316,0,0
317,2,2
318,3,3
319,3,3
320,3,3
321,1,1
322,4,4
323,0,2
324,1,1
325,2,2
326,1,1
327,1,1
328,1,3
329,3,3
330,4,4
331,2,2
332,3,3
333,4,4
334,4,4
335,1,1
336,4,4
337,0,0
338,1,4
339,0,0
340,1,1
341,1,1
342,1,1
343,2,2
344,4,4
345,1,1
346,1,1
347,1,1
348,0,0
349,3,3
350,3,3
351,0,0
352,2,2
353,0,0
354,4,4
355,4,0
356,4,4
357,4,4
358,2,2
359,3,3
360,3,3
361,1,1
362,3,3
363,3,3
364,0,0
365,0,0
366,1,1
367,3,3
368,4,4
369,4,4
370,4,4
371,1,1
372,0,0
373,1,1
374,3,3
375,1,0
376,1,1
377,4,4
378,3,3
379,4,4
380,0,0
381,1,1
382,0,0
383,3,3
384,2,2
385,3,3
386,4,4
387,0,0
388,0,0
389,2,2
390,0,0
391,0,0
392,0,0
393,3,3
394,1,1
395,4,0
396,2,2
397,0,0
398,4,4
399,2,2
400,2,2
401,4,4
402,0,0
403,2,2
404,1,1
405,4,4
406,2,2
407,3,3
408,2,2
409,3,3
410,1,1
411,3,3
412,0,0
413,1,1
414,2,2
415,2,2
416,1,1
417,1,1
418,3,3
419,2,2
420,3,3
421,2,2
422,0,0
423,4,4
424,4,4
425,1,1
426,0,0
427,3,3
428,3,3
429,0,0
430,0,0
431,3,3
432,3,3
433,2,2
434,3,3
435,0,0
436,4,2
437,1,1
438,2,2
439,4,1
440,0,0
441,0,0
442,1,1
443,0,0
444,0,0
445,3,3
446,3,3
447,3,3
448,3,3
449,1,1
450,2,2
451,0,0
452,1,1
453,1,1
454,3,3
455,3,3
456,1,1
457,2,2
458,2,2
459,2,2
460,1,1
461,3,3
462,4,2
463,4,2
464,3,3
465,1,1
466,1,1
467,3,3
468,3,3
469,3,3
470,1,1
471,4,4
472,1,1
473,2,2
474,0,0
475,0,0
476,0,0
477,2,2
478,4,4
479,3,3
480,3,3
481,1,1
482,2,2
483,1,1
484,3,3
485,0,0
486,0,0
487,2,2
488,0,0
489,2,2
490,4,2
491,1,1
492,1,1
493,2,2
494,2,4
495,1,1
496,2,2
497,3,3
498,1,4
499,0,0
500,0,0
501,3,3
502,2,2
503,0,0
504,0,0
505,2,2
506,1,1
507,0,0
508,4,4
509,4,4
510,2,2
511,4,1
512,1,1
513,2,2
514,4,4
515,4,4
516,3,3
517,1,1
518,2,2
519,1,1
520,4,4
521,1,1
522,4,4
523,1,1
524,3,3
525,0,0
526,0,0
527,3,3
528,4,4
529,3,3
530,4,4
531,4,2
532,1,1
533,4,4
534,2,2
535,3,3
536,4,4
537,3,3
538,3,3
539,2,2
540,0,0
541,0,0
542,4,4
543,3,3
544,1,1
545,1,1
546,2,2
547,1,1
548,3,3
549,2,2
550,1,1
551,4,4
552,0,0
553,2,2
554,2,2
555,4,4
556,3,3
557,2,2
558,1,1
559,4,4
560,3,3
561,2,0
562,4,4
563,1,1
564,1,0
565,1,1
566,0,0
567,4,4
568,3,3
569,1,3
570,4,4
571,4,4
572,2,2
573,2,0
574,4,4
575,3,3
576,1,1
577,1,1
578,1,1
579,1,1
580,4,4
581,0,0
582,3,3
583,3,3
584,0,0
585,4,4
586,2,2
587,3,3
588,4,0
589,4,0
590,4,4
591,0,0
592,1,1
593,1,1
594,3,3
595,0,2
596,4,2
597,3,3
598,2,2
599,0,0
600,2,2
601,4,0
602,0,0
603,3,3
604,0,0
605,3,3
606,2,2
607,0,0
608,3,3
609,0,0
610,4,4
611,4,4
612,3,3
613,1,1
614,0,0
615,1,1
616,1,1
617,4,4
618,4,4
619,2,4
620,1,1
621,2,2
622,0,0
623,1,1
624,1,3
625,1,1
626,4,4
627,0,0
628,2,2
629,2,0
630,1,1
631,3,3
632,1,1
633,3,3
634,4,4
635,1,1
636,4,4
637,1,1
638,2,2
639,4,4
640,3,3
641,4,4
642,3,3
643,3,3
644,0,0
645,1,1
646,0,0
647,0,0
648,1,0
649,4,4
650,0,0
651,2,2
652,1,1
653,2,2
654,1,1
655,2,2
656,0,0
657,2,2
658,2,2
659,0,0
660,3,3
661,1,1
662,2,2
663,3,3
664,1,1
665,4,4
666,1,1
667,3,3
668,4,4
669,4,4
670,4,4
671,2,2
672,2,2
673,0,0
674,0,0
675,3,3
676,0,0
677,4,4
678,3,3
679,2,4
680,4,4
681,4,4
682,3,3
683,4,4
684,2,2
685,4,4
686,2,2
687,1,1
688,4,4
689,0,0
690,4,4
691,2,2
692,2,2
693,3,3
694,3,3
695,2,2
696,1,1
697,1,1
698,4,4
699,3,1
700,3,3
701,0,0
702,2,2
703,1,1
704,1,1
705,4,4
706,2,2
707,3,3
708,4,4
709,0,0
710,0,0
711,1,1
712,2,2
713,4,4
714,4,4
715,4,4
716,4,4
717,1,1
718,2,2
719,0,0
720,0,0
721,0,0
722,0,0
723,3,3
724,3,3
725,1,1
726,2,2
727,4,4
728,4,4
729,4,4
730,4,2
731,3,3
732,4,4
733,0,0
734,4,4
735,4,4
736,1,1
737,3,3
738,1,1
739,1,1
740,4,4
741,3,3
742,1,1
743,4,4
744,3,3
745,0,0
746,1,1
747,2,2
748,2,2
749,1,1
750,4,4
751,2,2
752,0,0
753,1,1
754,1,1
755,3,3
756,1,1
757,3,3
758,4,4
759,3,3
760,1,1
761,1,1
762,0,0
763,1,1
764,2,2
765,3,4
766,2,2
767,4,0
768,1,1
769,1,1
770,3,3
771,2,2
772,0,0
773,1,1
774,2,4
775,3,3
776,1,3
777,1,1
778,1,1
779,3,3
