,preds_vec,true_vec
0,4,4
1,1,1
2,4,4
3,3,3
4,2,2
5,3,3
6,1,1
7,2,2
8,0,0
9,1,1
10,2,2
11,0,0
12,1,1
13,4,4
14,3,3
15,4,4
16,1,1
17,0,0
18,2,2
19,3,3
20,3,3
21,4,4
22,3,3
23,0,0
24,2,2
25,4,4
26,2,2
27,2,2
28,1,1
29,1,1
30,1,1
31,4,4
32,1,1
33,0,0
34,1,1
35,2,2
36,4,4
37,0,0
38,3,3
39,0,0
40,3,3
41,0,0
42,1,1
43,4,4
44,2,2
45,3,3
46,0,0
47,1,1
48,4,4
49,3,3
50,3,3
51,4,4
52,3,3
53,4,4
54,4,4
55,3,0
56,0,0
57,0,0
58,0,0
59,2,2
60,1,1
61,4,4
62,3,3
63,0,0
64,3,3
65,0,0
66,4,4
67,1,1
68,2,2
69,1,3
70,4,4
71,1,1
72,4,0
73,4,2
74,2,2
75,3,3
76,0,0
77,4,2
78,4,4
79,4,4
80,0,0
81,3,3
82,0,0
83,3,3
84,0,0
85,4,4
86,2,2
87,3,3
88,2,2
89,1,1
90,4,4
91,4,4
92,4,4
93,3,3
94,1,1
95,4,4
96,4,4
97,3,3
98,2,2
99,4,4
100,3,3
101,4,4
102,2,4
103,0,0
104,1,1
105,4,4
106,3,3
107,4,4
108,3,3
109,2,4
110,1,3
111,1,0
112,4,4
113,3,3
114,2,2
115,4,4
116,0,0
117,2,2
118,1,1
119,4,4
120,0,0
121,1,1
122,2,2
123,4,4
124,3,3
125,1,1
126,3,3
127,1,1
128,3,3
129,3,3
130,4,2
131,0,0
132,2,2
133,4,4
134,4,4
135,0,0
136,2,2
137,3,3
138,4,4
139,2,2
140,4,4
141,1,1
142,2,2
143,2,0
144,0,0
145,3,3
146,2,2
147,1,1
148,3,3
149,2,2
150,0,0
151,2,4
152,2,4
153,4,4
154,0,0
155,2,0
156,1,1
157,1,1
158,1,1
159,2,2
160,3,3
161,3,3
162,2,2
163,4,4
164,3,3
165,1,1
166,0,0
167,0,0
168,4,4
169,0,0
170,2,2
171,1,1
172,4,4
173,4,4
174,1,1
175,2,2
176,2,2
177,1,1
178,0,0
179,1,1
180,1,1
181,3,3
182,1,1
183,3,3
184,0,0
185,3,3
186,1,1
187,0,0
188,0,0
189,0,0
190,4,2
191,3,3
192,3,3
193,1,1
194,0,0
195,2,2
196,1,1
197,1,1
198,3,0
199,4,4
200,1,1
201,1,1
202,3,3
203,1,1
204,1,1
205,3,3
206,3,3
207,4,4
208,4,4
209,3,3
210,3,3
211,4,4
212,4,0
213,2,2
214,1,1
215,4,4
216,1,1
217,1,0
218,1,1
219,3,3
220,4,4
221,2,2
222,1,1
223,4,2
224,2,2
225,4,4
226,2,2
227,0,0
228,0,0
229,4,4
230,1,1
231,1,1
232,2,2
233,4,4
234,2,2
235,0,0
236,4,4
237,1,1
238,1,1
239,1,1
240,3,3
241,1,3
242,4,4
243,2,2
244,0,0
245,4,4
246,3,3
247,1,1
248,4,4
249,0,0
250,1,1
251,0,0
252,2,2
253,1,1
254,3,3
255,1,1
256,0,0
257,0,0
258,4,4
259,3,3
260,2,2
261,2,2
262,1,1
263,2,2
264,4,4
265,1,1
266,4,4
267,1,0
268,1,1
269,1,1
270,3,3
271,2,2
272,1,1
273,2,2
274,2,2
275,1,1
276,2,2
277,0,0
