,loss_train,acc_train,loss_val,acc_val
0,1.589912700176239,0.251,1.5687890310287476,0.29
1,1.5674369888305664,0.28325,1.5468351554870605,0.332
2,1.491244740486145,0.3745,1.5590532779693604,0.28800000000000003
3,1.4126180696487427,0.46975,1.3716703834533692,0.52
4,1.3696096029281617,0.51625,1.3455813484191894,0.54
5,1.3280520601272583,0.56525,1.3951783332824708,0.49
6,1.3425504493713378,0.54425,1.3033284006118775,0.591
7,1.2918496074676513,0.59875,1.32153732585907,0.5750000000000001
8,1.2699842271804809,0.62575,1.2724369993209839,0.606
9,1.256640953540802,0.64125,1.209596965789795,0.6980000000000001
10,1.2342065167427063,0.669,1.1842186365127563,0.719
11,1.2145501093864441,0.68775,1.181728407382965,0.725
12,1.2085079174041748,0.69475,1.17103329372406,0.732
13,1.1883676645755767,0.714,1.1688064765930175,0.742
14,1.1863151426315308,0.7185,1.1643148822784424,0.738
15,1.1809720096588134,0.722,1.1556922311782838,0.739
16,1.185798660993576,0.7185,1.1406593017578126,0.765
17,1.1904123482704163,0.71,1.153132001876831,0.751
18,1.168216476917267,0.732,1.1431880159378052,0.75
19,1.1651449525356292,0.73875,1.1562342805862427,0.743
20,1.1351319341659545,0.7675000000000001,1.124603144645691,0.776
21,1.1245177369117736,0.77775,1.1092945833206176,0.792
22,1.125879897594452,0.77725,1.1082230768203736,0.796
23,1.1171660714149476,0.78825,1.1089602947235107,0.798
24,1.1158472030162812,0.7887500000000001,1.11563125705719,0.788
25,1.1153517866134643,0.788,1.1230063018798828,0.777
26,1.1094164800643922,0.7955,1.1072596282958984,0.793
27,1.1093562247753144,0.795,1.1073952941894531,0.792
28,1.106513847589493,0.7997500000000001,1.1052393770217896,0.797
29,1.1055049185752868,0.80025,1.0996190509796142,0.802
30,1.1075169627666472,0.7985,1.1053839902877807,0.801
31,1.1039117374420166,0.79925,1.1030647974014283,0.795
32,1.1056853861808777,0.7995,1.1016446962356568,0.801
