,preds_vec,true_vec
0,3,3
1,4,0
2,4,4
3,0,0
4,2,2
5,4,4
6,4,4
7,2,2
8,2,0
9,4,4
10,1,1
11,3,3
12,2,2
13,4,4
14,3,3
15,2,2
16,1,1
17,3,3
18,0,0
19,1,1
20,1,1
21,0,0
22,3,3
23,4,4
24,3,3
25,1,1
26,4,4
27,4,4
28,1,1
29,1,1
30,2,2
31,4,4
32,1,1
33,0,0
34,3,3
35,0,0
36,3,3
37,0,0
38,4,4
39,1,3
40,4,4
41,4,4
42,4,4
43,1,1
44,2,4
45,0,0
46,1,3
47,2,2
48,4,4
49,4,1
50,0,0
51,1,1
52,0,0
53,3,3
54,3,3
55,1,1
56,4,4
57,0,0
58,1,1
59,1,1
60,3,3
61,1,1
62,0,0
63,2,2
64,0,0
65,2,2
66,3,3
67,2,2
68,2,4
69,1,1
70,4,4
71,1,1
72,1,1
73,3,3
74,3,3
75,2,2
76,2,2
77,0,0
78,4,4
79,4,4
80,2,2
81,4,4
82,0,0
83,1,1
84,1,1
85,3,3
86,3,3
87,3,3
88,0,0
89,3,3
90,2,2
91,2,2
92,3,3
93,3,3
94,3,3
95,2,2
96,1,1
97,2,2
98,3,3
99,2,2
100,4,4
101,3,3
102,4,4
103,2,2
104,3,3
105,3,3
106,2,4
107,0,0
108,2,2
109,3,3
110,2,2
111,2,2
112,0,0
113,1,1
114,2,2
115,4,4
116,3,3
117,4,4
118,4,2
119,4,4
120,4,4
121,1,1
122,4,4
123,3,3
124,4,4
125,0,0
126,1,4
127,3,3
128,2,0
129,2,2
130,2,2
131,4,4
132,3,3
133,3,3
134,0,0
135,4,4
136,3,3
137,0,0
138,1,1
139,4,4
140,3,3
141,4,4
142,0,0
143,0,0
144,4,4
145,4,4
146,1,1
147,1,1
148,4,4
149,4,4
150,4,4
151,0,0
152,2,2
153,4,4
154,3,3
155,3,3
156,1,1
157,2,0
158,1,1
159,4,4
160,0,0
161,4,4
162,0,0
163,1,0
164,0,0
165,3,3
166,0,0
167,4,4
168,4,4
169,3,3
170,4,4
171,2,2
172,3,3
173,4,4
174,4,4
175,2,2
176,4,4
177,0,0
178,4,4
179,1,1
180,4,4
181,3,3
182,2,2
183,4,4
184,2,4
185,2,2
186,0,0
187,4,4
188,2,0
189,2,2
190,2,2
191,2,2
192,3,3
193,0,0
194,4,4
195,3,3
196,0,0
197,1,1
198,3,3
199,1,1
200,0,0
201,4,4
202,0,0
203,2,0
204,1,1
205,1,1
206,2,2
207,4,4
208,4,4
209,2,2
210,1,1
211,3,3
212,4,4
213,1,1
214,1,1
215,2,2
216,4,4
217,4,4
218,2,2
219,1,1
220,2,0
221,4,4
222,3,3
223,2,2
224,1,1
225,2,2
226,0,0
227,0,0
228,1,1
229,1,1
230,1,1
231,3,3
232,0,0
233,3,3
234,1,1
235,1,1
236,2,2
237,4,1
238,2,2
239,3,3
240,2,2
241,1,1
242,2,4
243,3,3
244,1,1
245,0,0
246,3,3
247,1,1
248,4,4
249,2,2
250,1,1
251,3,3
252,2,2
253,2,4
254,0,0
255,0,0
256,0,0
257,2,2
258,1,3
259,2,2
260,2,2
261,4,4
262,2,2
263,2,2
264,1,1
265,1,1
266,2,4
267,0,0
268,3,3
269,3,3
270,0,0
271,1,1
272,4,0
273,1,1
274,4,4
275,2,2
276,0,0
277,1,1
278,1,1
279,1,1
280,4,1
281,2,2
282,4,4
283,0,0
284,0,0
285,1,1
286,2,2
287,1,3
288,1,3
289,3,3
290,1,0
291,4,4
292,4,4
293,2,2
294,2,2
295,0,0
296,2,2
297,1,1
298,3,3
299,2,2
300,2,2
301,3,3
302,4,4
303,1,1
304,3,3
305,1,1
306,3,3
307,2,2
308,1,1
309,1,1
310,3,3
311,2,2
312,3,3
313,0,0
314,1,1
315,4,4
316,4,4
317,4,4
318,1,1
319,2,2
320,3,3
321,2,2
322,4,4
323,0,0
324,1,1
325,1,1
326,2,2
327,1,1
328,3,3
329,2,2
330,4,4
331,2,2
332,3,3
333,3,3
334,4,4
335,4,4
336,4,4
337,2,4
338,1,1
339,2,0
340,1,1
341,1,1
342,0,0
343,2,2
344,2,2
345,3,3
346,2,2
347,1,3
348,1,1
349,3,3
350,1,0
351,0,0
352,2,2
353,2,2
354,2,2
355,4,4
356,3,3
357,4,4
358,2,2
359,2,2
360,2,4
361,0,0
362,3,3
363,3,3
364,3,3
365,1,1
366,4,4
367,4,4
368,0,0
369,0,0
370,4,0
371,0,0
372,3,3
373,4,4
374,1,1
375,1,1
376,3,3
377,0,0
378,1,0
379,2,2
380,3,3
381,2,2
382,0,0
383,0,0
384,1,1
385,3,3
386,1,1
387,4,4
388,3,3
389,2,2
390,2,2
391,3,3
392,1,0
393,1,1
394,0,0
395,1,1
396,0,0
397,4,4
398,2,2
399,1,1
400,2,2
401,2,2
402,4,4
403,0,0
404,3,3
405,1,1
406,3,3
407,0,0
408,0,0
409,3,3
410,3,3
411,2,2
412,2,2
413,2,2
414,4,1
415,0,0
416,1,1
417,0,0
418,4,4
419,3,3
420,2,4
421,4,4
422,3,3
423,2,2
424,3,3
425,2,2
426,3,3
427,3,3
428,0,0
429,3,3
430,1,3
431,1,1
432,2,2
433,3,3
434,2,2
435,2,2
436,0,0
437,3,3
438,3,3
439,0,0
440,1,1
441,4,4
442,3,3
443,0,0
444,4,4
445,1,1
446,2,2
447,3,3
448,3,3
449,1,1
450,2,2
451,2,2
452,0,0
453,4,4
454,4,4
455,4,4
456,1,1
457,3,3
458,2,2
459,3,3
460,4,4
461,2,4
462,4,4
463,1,1
464,0,0
465,2,2
466,3,3
467,4,4
468,2,2
469,2,2
470,1,1
471,2,0
472,2,2
473,3,3
474,2,1
475,4,4
476,3,3
477,4,4
478,0,0
479,2,2
480,2,2
481,0,0
482,1,1
483,3,3
484,1,1
485,0,0
486,0,0
487,3,3
488,2,2
489,3,3
490,1,1
491,2,2
492,0,0
493,2,2
494,4,4
495,0,0
496,3,3
497,2,2
498,1,1
499,2,2
500,3,3
501,0,0
502,3,3
503,4,4
504,2,4
505,4,4
506,4,4
507,2,2
508,1,1
509,4,4
510,2,2
511,4,4
512,4,4
513,2,2
514,4,0
515,4,4
516,2,2
517,1,1
518,2,2
519,0,0
520,2,2
521,0,0
522,1,1
523,1,1
524,1,1
525,3,3
526,0,0
527,2,2
528,0,0
529,0,0
530,1,1
531,0,0
532,4,4
533,2,2
534,4,4
535,1,0
536,2,0
537,4,4
538,3,3
539,4,4
540,0,0
541,2,2
542,0,0
543,4,4
544,0,0
545,3,3
546,0,0
547,2,2
548,4,4
549,1,1
550,3,3
551,2,4
552,2,2
553,3,3
554,1,2
555,0,0
556,2,2
557,2,2
558,3,3
559,1,1
560,4,4
561,0,0
562,1,1
563,3,3
564,0,0
565,1,1
566,4,4
567,2,2
568,1,1
569,3,3
570,0,2
571,3,3
572,0,0
573,1,1
574,3,3
575,2,2
576,4,4
577,2,0
578,1,1
579,0,0
580,3,3
581,3,3
582,0,0
583,1,1
584,1,1
585,4,4
586,1,1
587,3,3
588,1,3
589,4,4
590,0,0
591,2,2
592,0,0
593,1,1
594,3,3
595,2,2
596,3,3
597,3,3
598,1,1
599,4,4
600,1,1
601,1,1
602,1,1
603,1,1
604,2,4
605,0,0
606,4,0
607,3,3
608,3,3
609,4,4
610,3,3
611,1,1
612,3,3
613,4,4
614,3,3
615,1,1
616,4,4
617,0,0
618,3,3
619,0,0
620,4,4
621,0,0
622,1,1
623,1,0
624,0,0
625,3,3
626,1,1
627,1,1
628,4,4
629,3,3
630,2,2
631,1,1
632,4,4
633,1,1
634,2,0
635,4,4
636,1,1
637,4,4
638,3,3
639,2,2
640,1,1
641,2,2
642,4,4
643,2,2
644,0,0
645,2,2
646,3,3
647,1,1
648,1,1
649,1,1
650,4,4
651,1,1
652,0,0
653,2,2
654,2,2
655,1,1
656,2,2
657,3,3
658,0,0
659,4,4
660,4,4
661,3,0
662,0,0
663,1,1
664,0,0
665,2,2
666,1,1
667,1,1
668,2,2
669,4,4
670,2,2
671,1,1
672,4,4
673,0,0
674,3,3
675,4,4
676,1,1
677,1,1
678,0,0
679,2,2
680,2,2
681,2,2
682,0,0
683,0,0
684,4,4
685,1,1
686,0,0
687,4,0
688,1,0
689,2,2
690,2,2
691,4,4
692,1,1
693,3,3
694,2,2
695,3,3
696,4,4
697,0,0
698,2,2
699,0,0
700,3,3
701,2,2
702,1,1
703,2,2
704,1,1
705,3,3
706,4,4
707,2,4
708,2,2
709,3,3
710,0,0
711,4,4
712,1,1
713,1,0
714,0,0
715,3,3
716,4,4
717,2,2
718,2,2
719,1,1
720,3,3
721,2,2
722,1,1
723,3,3
724,3,3
725,0,0
726,1,1
727,4,4
728,0,0
729,2,4
730,0,0
731,0,0
732,2,2
733,4,4
734,2,0
735,3,3
736,1,1
737,3,3
738,1,1
739,0,0
740,1,1
741,0,0
742,0,0
743,1,1
744,2,2
745,3,3
746,1,1
747,0,0
748,4,4
749,0,0
750,2,2
751,1,1
752,2,2
753,2,4
754,4,4
755,3,3
756,4,4
757,1,1
758,4,4
759,2,2
760,1,1
761,0,0
762,0,0
763,0,0
764,4,4
765,2,2
766,3,3
767,1,1
768,4,4
769,2,2
770,3,3
771,1,1
772,1,1
773,3,3
774,3,3
775,2,2
776,2,2
777,4,4
778,4,0
779,4,0
780,0,0
781,2,2
782,2,2
783,4,4
784,4,4
785,1,3
786,1,3
787,1,1
788,0,0
789,2,2
790,1,1
791,2,2
792,0,0
793,1,1
794,1,1
795,0,0
796,2,1
797,4,4
798,3,3
799,2,2
800,3,3
801,3,3
802,3,3
803,3,3
804,3,3
805,0,0
806,0,0
807,2,2
808,1,1
809,1,1
810,0,0
811,1,1
812,4,4
813,3,3
814,2,2
815,1,1
816,3,3
817,3,3
818,1,1
819,1,1
820,0,0
821,0,0
822,4,0
823,0,0
824,4,4
825,2,2
826,2,2
827,4,4
828,4,4
829,2,2
830,3,3
831,2,2
832,1,1
833,1,1
834,2,4
835,0,0
836,4,4
837,0,0
838,3,3
839,0,0
840,2,2
841,1,1
842,2,2
843,2,2
844,1,1
845,1,1
846,3,3
847,4,4
848,2,2
849,1,1
850,1,1
851,0,0
852,2,2
853,2,2
854,1,0
855,3,3
856,1,1
857,3,3
858,1,1
859,3,3
860,0,0
861,0,0
862,0,0
863,0,0
864,1,1
865,4,4
866,1,1
867,3,3
868,1,1
869,0,0
870,4,4
871,2,2
872,0,0
873,3,3
874,2,2
875,4,4
876,2,2
877,0,0
878,0,0
879,1,1
880,2,2
881,2,2
882,4,4
883,2,2
884,3,3
885,4,4
886,0,0
887,0,0
888,4,4
889,2,2
890,0,0
891,4,4
892,4,4
893,4,4
894,2,2
895,1,1
896,4,4
897,2,2
898,1,1
899,1,1
900,3,3
901,2,2
902,2,2
903,1,1
904,1,1
905,3,3
906,3,3
907,1,1
908,4,4
909,2,2
910,1,1
911,3,3
912,2,2
913,4,4
914,1,1
915,3,3
916,0,0
917,2,2
918,3,3
919,2,0
920,2,2
921,4,4
922,2,2
923,3,3
924,2,2
925,3,3
926,2,2
927,1,1
928,4,4
929,3,3
930,0,0
931,3,3
932,1,1
933,1,1
934,2,2
935,2,2
936,0,0
937,2,2
938,3,3
939,0,0
940,4,4
941,4,4
942,3,3
943,3,1
944,0,0
945,1,1
946,4,4
947,3,3
948,2,4
949,2,0
950,0,0
951,1,3
952,2,2
953,1,1
954,2,0
955,4,4
956,0,0
957,4,4
958,2,2
959,0,0
960,2,2
961,1,1
962,4,4
963,3,3
964,2,2
965,4,4
966,3,3
967,3,3
968,1,1
969,1,1
970,1,1
971,3,3
972,4,0
973,4,4
974,3,3
975,2,2
976,4,0
977,1,1
978,4,4
979,0,0
980,3,3
981,0,0
982,2,4
983,3,3
984,2,2
985,3,3
986,4,4
987,0,0
988,2,2
989,2,4
990,3,3
991,4,4
992,3,3
993,0,0
994,1,1
995,1,1
996,2,2
997,4,4
998,4,4
999,3,3
