,preds_vec,true_vec
0,2,2
1,3,3
2,4,4
3,0,0
4,2,2
5,0,0
6,1,1
7,0,0
8,3,3
9,3,3
10,2,2
11,2,2
12,2,2
13,0,0
14,2,2
15,0,0
16,4,0
17,0,0
18,1,1
19,1,1
20,0,0
21,0,0
22,0,0
23,4,4
24,0,0
25,1,1
26,4,4
27,4,4
28,4,4
29,1,1
30,4,4
31,2,2
32,2,2
33,4,4
34,0,0
35,4,0
36,3,3
37,2,2
38,0,0
39,3,3
40,3,3
41,2,0
42,1,1
43,1,1
44,2,2
45,2,2
46,1,1
47,0,0
48,3,3
49,4,4
50,1,1
51,2,2
52,0,0
53,2,4
54,2,2
55,3,3
56,2,2
57,1,1
58,2,2
59,3,3
60,2,2
61,1,1
62,2,2
63,0,0
64,4,4
65,1,1
66,3,3
67,4,4
68,1,1
69,2,2
70,4,4
71,4,4
72,0,0
73,0,0
74,4,4
75,3,3
76,3,3
77,1,1
78,2,2
79,4,4
80,1,1
81,3,3
82,3,3
83,4,4
84,2,2
85,2,2
86,1,1
87,0,0
88,0,0
89,3,3
90,2,2
91,4,4
92,1,1
93,4,4
94,2,2
95,2,2
96,3,3
97,2,2
98,2,2
99,3,3
100,3,3
101,4,4
102,3,3
103,1,1
104,3,3
105,2,4
106,3,3
107,4,4
108,2,2
109,2,0
110,4,4
111,1,1
112,4,4
113,1,1
114,2,2
115,3,3
116,4,4
117,3,3
118,3,3
119,2,2
120,2,2
121,1,4
122,4,4
123,3,3
124,2,2
125,3,3
126,2,2
127,2,2
128,0,0
129,2,2
130,2,2
131,2,2
132,0,0
133,4,4
134,3,3
135,1,1
136,1,1
137,2,2
138,1,1
139,0,0
140,4,4
141,4,4
142,0,0
143,0,0
144,1,1
145,2,2
146,3,3
147,4,4
148,2,2
149,3,3
150,2,2
151,2,2
152,4,4
153,2,2
154,0,0
155,0,0
156,0,0
157,4,4
158,3,3
159,4,4
160,3,3
161,0,0
162,0,0
163,1,1
164,3,3
165,1,1
166,0,0
167,1,1
168,2,2
169,0,0
170,2,2
171,2,2
172,1,1
173,4,4
174,2,2
175,3,3
176,0,0
177,3,3
178,1,1
179,1,1
180,3,3
181,4,4
182,0,4
183,3,3
184,3,3
185,3,3
186,2,2
187,3,3
188,4,4
189,0,0
190,1,1
191,2,0
192,0,0
193,4,4
194,4,4
195,0,0
196,2,2
197,2,2
198,2,0
199,3,3
200,3,3
201,2,2
202,3,3
203,1,1
204,2,2
205,0,0
206,3,3
207,0,0
208,3,3
209,2,0
210,4,4
211,2,2
212,2,2
213,0,0
214,2,0
215,3,3
216,0,0
217,0,0
218,4,4
219,4,4
220,1,1
221,0,0
222,0,0
223,1,1
224,0,0
225,1,1
226,4,0
227,3,3
228,3,3
229,0,0
230,1,1
231,2,0
232,3,3
233,3,3
234,0,0
235,0,0
236,4,4
237,2,0
238,1,0
239,4,4
240,0,0
241,3,3
242,4,4
243,4,4
244,1,1
245,4,4
246,2,4
247,2,2
248,2,2
249,2,2
250,2,2
251,4,4
252,0,0
253,1,1
