,loss_train,acc_train,loss_val,acc_val
0,1.592360230922699,0.247,1.549105637550354,0.305
1,1.5647406363487244,0.2885,1.5473092136383058,0.318
2,1.5580649752616882,0.29675,1.5428480148315429,0.306
3,1.5049115562438964,0.364,1.4427524623870849,0.443
4,1.4364759449958802,0.4415,1.3742231960296631,0.513
5,1.3951942410469056,0.4875,1.5592331628799438,0.28400000000000003
6,1.3806271080970764,0.501,1.304223837852478,0.583
7,1.3381735925674438,0.5525,1.3647396211624145,0.527
8,1.3141816420555115,0.5805,1.2656304569244385,0.632
9,1.3030554537773131,0.5895,1.2888779630661011,0.614
10,1.2894208669662475,0.6002500000000001,1.2364561128616334,0.673
11,1.2843652658462525,0.60975,1.2285671873092652,0.676
12,1.2707945289611817,0.623,1.2258188524246216,0.68
13,1.2596837277412414,0.63375,1.2397632875442506,0.657
14,1.2643229274749757,0.63125,1.2509496145248413,0.628
15,1.2636034178733826,0.63725,1.275202157020569,0.62
16,1.2662319946289062,0.63225,1.1814421033859253,0.734
17,1.230941590309143,0.67275,1.245374942779541,0.664
18,1.2266254262924194,0.675,1.1988411712646485,0.6970000000000001
19,1.2297093856334687,0.6717500000000001,1.1714346704483032,0.736
20,1.1795421521663665,0.72675,1.1508921461105346,0.753
21,1.1717419173717498,0.7332500000000001,1.1415825529098511,0.764
22,1.172477997303009,0.73475,1.14065984916687,0.768
23,1.1610644335746765,0.7485,1.1374193181991576,0.766
24,1.155763700723648,0.74825,1.1469365463256835,0.756
25,1.1634999268054962,0.7435,1.1353636522293091,0.767
26,1.1611095054149627,0.743,1.1270416746139527,0.783
27,1.1619348423480989,0.74625,1.1280277309417726,0.784
28,1.1596149439811707,0.75175,1.1339376754760742,0.769
29,1.1571283910274506,0.75125,1.1241041584014893,0.786
30,1.1544913845062257,0.75125,1.1255450792312622,0.781
31,1.1550398302078246,0.75275,1.1256458492279053,0.783
32,1.1539589660167695,0.75075,1.127718789100647,0.779
33,1.1574159772396089,0.75425,1.1300132966041565,0.777
34,1.151475736141205,0.75625,1.1237148447036742,0.786
35,1.143802408695221,0.7675000000000001,1.132506667137146,0.776
36,1.1513850569725037,0.7585000000000001,1.1197980604171753,0.788
37,1.1422709152698516,0.76425,1.125582116127014,0.785
38,1.145902642250061,0.76225,1.12813054561615,0.783
39,1.1490794670581819,0.75775,1.1142300066947937,0.795
40,1.142423851251602,0.765,1.1150395259857178,0.793
41,1.1465252273082733,0.762,1.1153186116218567,0.791
42,1.1388982474803924,0.771,1.1154032545089723,0.79
43,1.1378235156536103,0.77,1.1147396507263183,0.791
44,1.1407010865211487,0.7705,1.1148358898162842,0.79
45,1.1428370804786683,0.7665000000000001,1.1148138647079469,0.792
46,1.1352823033332824,0.77375,1.1130982885360718,0.793
47,1.1390568070411682,0.767,1.1136450424194335,0.795
48,1.1399035923480987,0.767,1.1139644899368286,0.791
49,1.14237983751297,0.76475,1.1151583032608032,0.791
50,1.134736993074417,0.77775,1.1139452848434448,0.791
51,1.13309650349617,0.777,1.1150588607788086,0.793
52,1.1389201397895814,0.77125,1.1144998197555542,0.793
53,1.135980357646942,0.773,1.1132931060791016,0.793
54,1.136401121854782,0.77275,1.1122767314910889,0.794
55,1.13851965880394,0.77025,1.1140312337875367,0.793
56,1.138936105489731,0.77025,1.1141422510147094,0.792
57,1.139369027376175,0.76975,1.1125902252197266,0.794
58,1.133228497505188,0.776,1.1130537700653076,0.792
59,1.1379849627017975,0.76925,1.113454315185547,0.795
60,1.1390458133220673,0.77125,1.1132766466140747,0.795
61,1.143007896900177,0.76475,1.1132567496299743,0.792
62,1.140368407011032,0.7665000000000001,1.1129598712921143,0.793
63,1.1395488834381104,0.768,1.1128261404037476,0.793
64,1.137962059020996,0.77,1.1128135595321655,0.791
65,1.1448649640083313,0.76325,1.1129467010498046,0.791
66,1.1391408607959748,0.771,1.1129202957153321,0.794
67,1.138175703048706,0.769,1.1128203363418578,0.791
68,1.1349049224853516,0.772,1.1129261989593506,0.792
69,1.1308453629016877,0.77675,1.112846209526062,0.793
70,1.1363267965316772,0.771,1.112913088798523,0.794
71,1.1371315886974336,0.7695,1.1128523664474488,0.793
72,1.1412649765014649,0.7665000000000001,1.1129473814964295,0.795
73,1.1377560529708863,0.7695,1.1129261693954469,0.794
74,1.1370826044082643,0.77,1.1129430418014525,0.794
75,1.1350393874645233,0.7735,1.1129350624084473,0.794
76,1.1469593436717986,0.75775,1.1130173263549805,0.793
77,1.138227850675583,0.76975,1.1129471578598022,0.794
78,1.1360685980319978,0.773,1.1129411511421203,0.794
79,1.138274673461914,0.769,1.1130121545791627,0.794
80,1.1411553370952605,0.76875,1.1130018224716187,0.794
81,1.136935925245285,0.7725,1.1129701561927796,0.794
82,1.1397337248325348,0.768,1.1129562010765075,0.794
83,1.142402845621109,0.765,1.112969347000122,0.794
84,1.1438066742420196,0.766,1.1129803504943847,0.794
85,1.134997745037079,0.7765,1.1129664993286132,0.794
86,1.1392269616127013,0.766,1.112966661453247,0.794
87,1.1378616573810578,0.77,1.112966745376587,0.794
88,1.1359627809524535,0.77275,1.1129610862731933,0.794
89,1.1357825939655304,0.77375,1.112960693359375,0.794
90,1.142769033908844,0.765,1.1129582824707032,0.794
91,1.1423892273902894,0.76525,1.1129486255645753,0.794
92,1.1421756527423859,0.764,1.11294637966156,0.794
93,1.1403489210605622,0.769,1.1129506092071533,0.794
94,1.1393807463645935,0.76375,1.1129519624710082,0.794
95,1.1342758800983428,0.77275,1.1129359922409057,0.794
96,1.139883315563202,0.771,1.1129320735931396,0.794
97,1.1381242897510528,0.7715,1.1129224395751953,0.794
98,1.1347738497257234,0.77225,1.1129101762771607,0.794
99,1.1374264268875123,0.7735,1.1129257545471192,0.794
