,preds_vec,true_vec
0,3,3
1,4,2
2,1,1
3,2,2
4,4,4
5,2,2
6,3,3
7,1,1
8,3,3
9,4,2
10,1,0
11,4,2
12,0,1
13,2,2
14,1,4
15,4,4
16,2,0
17,0,0
18,4,0
19,4,4
20,3,3
21,1,4
22,2,2
23,1,0
24,1,1
25,2,2
26,3,3
27,3,3
28,2,2
29,1,4
30,3,3
31,0,0
32,4,4
33,4,2
34,3,3
35,3,3
36,4,4
37,1,3
38,1,1
39,2,0
40,4,2
41,0,0
42,2,2
43,4,0
44,4,4
45,1,0
46,4,0
47,0,0
48,4,4
49,4,4
50,4,4
51,0,0
52,4,2
53,4,4
54,3,3
55,3,3
56,3,3
57,2,0
58,0,1
59,2,2
60,2,1
61,1,1
62,4,4
63,0,0
64,1,3
65,4,1
66,4,4
67,4,4
68,3,3
69,4,0
70,4,4
71,4,4
72,1,1
73,1,1
74,2,2
75,3,3
76,3,3
77,0,2
78,1,1
79,3,3
80,2,2
81,2,2
82,2,2
83,4,0
84,4,4
85,1,1
86,2,1
87,4,4
88,1,1
89,1,4
90,2,2
91,3,3
92,4,4
93,4,0
94,2,0
95,4,4
96,4,4
97,4,2
98,3,3
99,4,0
100,3,3
101,3,3
102,2,2
103,4,2
104,3,3
105,0,0
106,4,2
107,1,3
108,4,4
109,2,2
110,1,0
111,0,0
112,3,3
113,3,3
114,3,3
115,1,1
116,3,3
117,4,2
118,4,4
119,0,2
120,4,0
121,4,2
122,3,3
123,3,3
124,1,1
125,2,2
126,4,4
127,4,4
128,0,0
129,0,4
130,4,2
131,2,0
132,0,4
133,3,3
134,4,4
135,4,4
136,2,2
137,3,3
138,1,0
139,2,2
140,3,3
141,4,4
142,4,4
143,4,4
144,3,3
145,4,4
146,4,0
147,1,3
148,0,2
149,1,1
150,4,4
151,0,1
152,2,2
153,4,2
154,2,2
155,0,0
156,2,2
157,3,3
158,4,4
159,0,0
160,3,3
161,1,1
162,4,0
163,4,4
164,3,3
165,2,2
166,4,0
167,1,1
168,0,1
169,4,2
170,0,0
171,0,0
172,3,3
173,4,0
174,2,2
