,preds_vec,true_vec
0,1,3
1,1,1
2,1,1
3,2,2
4,0,1
5,4,4
6,4,1
7,1,1
8,1,1
9,3,3
10,4,4
11,0,1
12,0,0
13,3,3
14,1,0
15,4,2
16,4,4
17,2,4
18,4,4
19,3,3
20,2,2
21,0,2
22,2,2
23,4,4
24,4,0
25,3,3
26,4,2
27,1,1
28,4,4
29,3,3
30,1,1
31,4,1
32,1,0
33,4,0
34,0,0
35,1,0
36,4,4
37,0,0
38,3,3
39,3,3
40,3,3
41,0,0
42,4,2
43,0,1
44,1,1
45,0,0
46,4,4
47,1,1
48,4,0
49,1,1
50,4,2
51,4,2
52,1,1
53,4,4
54,1,1
55,0,0
56,4,2
57,2,2
58,1,1
59,0,1
60,1,1
61,0,0
62,4,0
63,1,1
64,1,1
65,2,2
66,2,2
67,3,3
68,4,1
69,1,4
70,1,1
71,2,1
72,0,0
73,4,4
74,1,1
75,3,3
76,2,2
77,4,0
78,1,0
79,3,3
80,3,3
81,3,3
82,4,4
83,2,2
84,4,2
85,4,4
86,3,3
87,4,4
88,2,4
89,4,2
90,2,1
91,4,4
92,1,1
93,4,4
94,0,0
95,1,1
96,3,3
97,1,3
98,0,0
99,2,2
100,0,4
101,3,3
102,1,1
103,3,0
104,4,0
105,2,4
106,3,3
107,0,0
108,1,0
109,4,4
110,4,4
111,1,1
112,1,1
113,3,3
114,2,2
115,4,4
116,1,3
117,1,1
118,3,3
119,2,2
120,1,1
121,4,2
122,2,2
123,4,4
124,1,1
125,0,1
126,3,3
127,2,2
128,4,0
129,0,1
130,1,1
131,1,0
132,4,4
133,1,1
134,3,3
135,2,1
136,2,2
137,4,4
138,1,1
139,1,1
140,4,2
141,4,4
142,2,2
143,4,4
144,0,0
145,1,1
146,1,1
147,1,1
148,3,3
149,2,4
150,4,4
151,1,0
152,0,0
153,0,0
154,4,4
155,1,1
156,1,1
157,4,4
158,0,0
159,0,0
160,2,2
161,1,0
162,0,4
163,0,4
164,0,0
165,1,1
166,3,3
167,0,0
168,3,3
169,0,2
170,4,4
171,1,1
172,0,0
173,1,0
174,3,3
175,4,4
176,4,2
177,4,2
178,4,2
179,4,4
180,0,2
181,0,0
182,3,3
183,0,0
184,0,2
185,3,3
186,2,2
187,2,0
188,2,2
189,4,4
190,0,0
191,2,2
192,4,0
193,2,4
194,3,3
195,4,0
196,3,3
197,4,4
198,1,1
199,0,0
200,1,1
201,4,0
202,1,4
203,1,2
204,0,1
205,3,3
206,4,2
207,3,3
208,1,3
209,3,3
210,0,1
211,0,2
212,1,1
213,4,4
214,1,1
215,2,2
216,1,3
217,3,3
218,3,3
219,1,1
220,3,3
221,2,2
222,2,2
223,4,2
224,1,1
225,0,0
226,3,3
227,2,1
228,1,1
229,4,4
230,4,4
231,0,0
232,0,0
233,4,2
234,0,0
235,1,1
236,3,3
237,0,0
238,1,3
239,2,2
240,1,0
241,4,4
242,2,2
243,0,0
244,4,2
245,2,2
246,4,0
247,0,4
248,4,4
249,3,3
250,4,2
251,4,2
252,3,3
253,2,2
254,1,4
255,2,2
256,0,0
257,2,2
258,2,2
259,4,2
260,4,2
261,2,0
262,3,3
263,3,3
264,4,4
265,1,1
266,4,4
267,4,4
268,3,3
269,0,1
270,3,3
271,1,0
272,1,1
273,4,4
274,4,4
275,1,1
276,4,4
277,3,3
278,3,3
279,0,2
280,3,3
281,4,4
282,0,0
283,3,3
284,3,3
285,2,1
286,0,0
287,4,4
288,4,0
289,3,3
290,3,3
291,3,3
292,3,1
293,3,3
294,2,2
295,1,1
296,3,3
297,3,3
298,1,1
299,2,2
300,1,0
301,3,3
302,0,0
303,1,0
304,3,3
305,4,2
306,1,1
307,4,4
308,0,2
309,0,0
310,1,1
311,4,4
312,0,0
313,1,0
314,1,0
315,3,3
316,1,3
317,2,4
318,3,3
319,4,0
320,0,0
321,1,1
322,4,4
323,2,4
324,3,3
325,4,0
326,1,1
327,4,4
328,1,1
329,4,0
330,0,0
331,3,3
332,3,3
333,1,0
334,4,2
335,1,1
336,0,0
337,4,2
338,0,0
339,4,2
340,2,2
341,4,0
342,3,3
343,0,0
344,2,2
345,3,3
346,1,3
347,0,0
348,2,4
349,4,2
350,2,2
351,4,4
352,4,2
353,3,3
354,4,0
355,3,3
356,2,2
357,0,1
358,0,0
359,4,2
360,3,3
361,3,3
362,4,4
363,3,3
364,4,4
365,4,2
366,3,3
367,3,3
368,3,3
369,4,1
370,4,0
371,1,3
372,4,2
373,3,3
374,0,3
375,1,1
376,4,0
377,0,0
378,0,0
379,0,0
380,1,2
381,1,1
382,4,1
383,1,0
384,4,2
385,3,3
386,4,4
387,4,4
388,4,2
389,0,0
390,4,4
391,4,4
392,1,1
393,0,2
394,1,0
395,4,4
396,2,2
397,2,2
398,1,1
399,2,4
400,0,1
401,3,3
402,0,1
403,4,1
404,0,2
405,4,1
406,4,4
407,4,4
408,0,0
409,0,0
410,1,0
411,4,4
412,2,2
413,3,3
414,4,1
415,1,1
416,4,4
417,3,3
418,4,2
419,0,0
420,0,4
421,4,2
422,4,2
423,4,4
424,3,3
425,3,3
426,4,4
427,4,4
428,1,0
429,3,1
430,3,3
431,0,0
432,4,0
433,4,4
434,2,4
435,3,3
436,0,0
437,2,2
438,3,1
439,2,2
440,4,2
441,4,0
442,2,4
443,4,4
444,3,3
445,4,2
446,2,2
447,4,1
448,1,3
449,3,3
450,1,1
451,0,0
452,3,3
453,4,4
454,1,1
455,4,4
456,1,1
457,0,0
458,4,0
459,1,1
460,1,1
461,1,1
462,0,4
463,0,0
464,0,1
465,4,4
466,3,3
467,1,1
468,0,0
469,0,4
470,1,1
471,1,1
472,4,4
473,3,3
474,4,2
475,0,0
476,4,4
477,0,0
478,4,0
479,4,4
480,1,0
481,2,2
482,3,3
483,4,2
484,4,0
485,4,4
486,4,4
487,3,3
488,4,4
489,4,2
490,3,3
491,1,4
492,4,2
493,2,2
494,2,4
495,4,2
496,4,4
497,1,1
498,3,3
499,1,4
500,0,0
501,1,3
502,1,3
503,3,3
504,3,3
505,4,4
506,4,2
507,4,4
508,2,2
509,1,0
510,1,1
511,2,2
512,3,3
513,3,3
514,0,0
515,2,0
516,1,0
517,0,0
518,4,2
519,3,3
520,2,2
521,3,3
522,2,2
523,1,1
524,1,1
525,4,2
526,0,0
527,3,3
528,4,4
529,1,1
530,3,1
531,1,1
532,1,1
533,1,1
534,1,3
535,3,3
536,4,4
537,3,3
538,2,2
539,3,3
540,4,4
541,2,2
542,4,0
543,2,2
544,1,1
545,3,3
546,4,2
547,2,2
548,2,2
549,4,4
550,2,2
551,2,2
552,1,1
553,3,3
554,2,2
555,3,3
556,2,2
557,1,1
558,1,1
559,4,4
560,4,2
561,2,4
562,4,4
563,3,3
564,4,2
565,3,3
566,2,2
567,1,0
568,2,2
569,4,2
570,4,2
571,0,2
572,0,0
573,3,3
574,2,4
575,3,3
576,4,2
577,2,2
578,2,2
579,3,3
580,1,1
581,1,1
582,1,1
583,3,3
584,1,1
585,3,3
586,3,3
587,1,0
588,0,1
589,0,4
590,3,3
591,2,2
592,0,2
593,1,0
594,1,0
595,1,3
596,1,1
597,1,1
598,0,0
599,0,1
600,2,2
601,0,0
602,1,1
603,1,0
604,4,4
605,4,2
