,preds_vec,true_vec
0,1,1
1,2,2
2,1,1
3,4,4
4,3,3
5,3,3
6,0,1
7,1,3
8,1,1
9,1,1
10,4,0
11,4,4
12,2,2
13,2,2
14,2,2
15,2,2
16,3,3
17,3,3
18,0,1
19,3,3
20,3,3
21,4,2
22,3,3
23,3,3
24,2,4
25,4,4
26,0,0
27,4,4
28,1,1
29,3,3
30,4,0
31,1,1
32,3,3
33,2,2
34,1,1
35,1,1
36,3,1
37,0,4
38,4,4
39,2,2
40,4,2
41,1,1
42,1,4
43,4,2
44,4,4
45,1,1
46,1,0
47,2,2
48,0,0
49,0,0
50,0,0
51,2,2
52,0,1
53,1,1
54,3,3
55,0,0
56,2,2
57,3,1
58,2,4
59,2,2
60,4,4
61,1,1
62,2,2
63,1,3
64,4,4
65,1,1
66,4,4
67,3,3
68,3,3
69,3,3
70,1,1
71,4,4
72,4,4
73,4,4
74,1,1
75,0,0
76,4,4
77,3,3
78,3,3
79,2,0
80,0,0
81,4,4
82,4,4
83,0,1
84,3,3
85,1,1
86,3,3
87,1,1
88,2,0
89,4,4
90,2,2
91,2,2
92,4,4
93,0,0
94,2,2
95,2,2
96,1,1
97,2,2
98,1,1
99,0,0
100,1,1
101,4,2
102,4,4
103,3,3
104,4,4
105,2,2
106,1,1
107,1,1
108,2,1
109,3,3
110,1,4
111,3,3
112,1,1
113,3,3
114,4,4
115,4,4
116,3,3
117,1,1
118,0,0
119,0,0
120,1,1
121,1,1
122,3,3
123,4,4
124,3,3
125,2,2
126,2,2
127,0,0
128,4,4
129,4,4
130,3,3
131,3,3
132,2,0
133,1,4
134,1,1
135,4,4
136,2,2
137,1,3
138,4,4
139,0,0
140,4,4
141,1,1
142,4,4
143,0,0
144,4,0
145,3,3
146,4,4
147,1,1
148,2,0
149,2,0
150,2,2
151,4,0
152,2,2
153,4,4
154,1,2
155,0,0
156,0,0
157,1,0
158,1,1
159,2,2
160,4,4
161,2,2
162,2,2
163,4,2
164,4,4
165,1,1
166,1,4
167,0,1
168,3,3
169,0,1
170,2,2
171,2,2
172,2,0
173,3,3
174,4,0
175,4,4
176,3,3
177,4,4
178,2,2
179,0,1
180,3,3
181,4,2
182,1,0
183,1,1
184,0,0
185,3,3
186,1,3
187,1,1
188,0,0
189,2,2
190,4,4
191,0,0
192,4,4
193,4,4
194,0,0
195,3,3
196,1,1
197,2,2
198,1,3
199,3,3
200,3,3
201,3,3
202,1,1
203,0,1
204,3,3
205,1,1
206,3,3
207,3,1
208,2,2
209,1,1
210,2,2
211,2,2
212,4,2
213,1,1
214,3,3
215,3,3
216,4,4
217,0,0
218,2,2
219,1,1
220,1,3
221,1,3
222,1,0
223,0,0
224,3,3
225,4,2
226,1,4
227,1,1
228,3,3
229,4,4
230,0,0
231,1,3
232,2,2
233,3,3
234,2,0
235,0,0
236,3,3
237,3,3
238,2,1
239,4,4
240,3,3
241,0,0
242,4,2
243,1,1
244,4,4
245,1,4
246,3,3
247,3,3
248,2,0
249,2,2
250,4,4
251,0,0
252,3,3
253,0,1
254,3,3
255,2,2
256,3,3
257,0,0
258,2,2
259,1,1
260,2,2
261,4,4
262,1,1
263,1,0
264,1,1
265,2,2
266,4,2
267,1,1
268,4,4
269,0,0
270,4,0
271,2,1
272,0,0
273,3,3
274,4,4
275,4,4
276,3,3
277,2,0
278,0,0
279,1,1
280,0,0
281,2,2
282,2,0
283,4,4
284,1,1
285,1,1
286,1,1
287,0,2
288,2,2
289,1,1
290,0,0
291,2,2
292,4,4
293,4,4
294,4,0
295,4,0
296,2,0
297,3,3
298,3,3
299,4,4
300,4,0
301,2,2
302,0,0
303,2,2
304,1,3
305,3,3
306,4,4
307,1,1
308,3,3
309,1,1
310,0,0
311,1,3
312,0,0
313,2,2
314,3,3
315,1,1
316,4,4
317,2,2
318,1,0
