,preds_vec,true_vec
0,0,0
1,1,1
2,2,2
3,1,1
4,2,2
5,0,0
6,1,1
7,3,3
8,0,0
9,1,1
10,1,1
11,3,3
12,1,1
13,3,3
14,4,4
15,1,1
16,4,4
17,4,4
18,1,1
19,2,2
20,4,4
21,2,2
22,4,4
23,2,2
24,3,3
25,4,4
26,4,4
27,2,2
28,2,2
29,4,4
30,1,1
31,4,4
32,2,2
33,4,4
34,2,4
35,4,4
36,0,0
37,3,3
38,3,3
39,1,4
40,3,3
41,3,3
42,0,0
43,0,0
44,3,3
45,2,2
46,3,3
47,0,0
48,2,2
49,1,1
50,1,1
51,2,0
52,1,1
53,2,2
54,2,2
55,4,4
56,4,4
57,0,0
58,2,2
59,1,1
60,0,0
61,1,1
62,2,2
63,1,1
64,0,0
65,2,2
66,3,3
67,2,2
68,2,2
69,4,4
70,2,2
71,3,3
72,1,1
73,4,4
74,1,1
75,4,4
76,3,3
77,3,3
78,0,0
79,0,0
80,3,3
81,4,4
82,3,3
83,4,4
84,3,3
85,2,2
86,3,3
87,0,0
88,4,4
89,4,4
90,0,0
91,3,3
92,0,0
93,0,0
94,1,1
95,2,2
96,0,0
97,4,4
98,1,3
99,1,1
100,2,2
101,2,0
102,2,2
103,2,2
104,4,4
105,4,4
106,4,4
107,0,0
108,4,4
109,4,4
110,0,0
111,0,0
112,0,0
113,3,3
114,1,1
115,1,1
116,4,4
117,2,2
118,2,2
119,2,4
120,0,0
121,3,3
122,3,3
123,0,0
124,2,2
125,4,4
126,0,0
127,4,4
128,1,1
129,1,1
130,1,1
131,1,1
132,2,2
133,3,3
134,3,3
135,4,4
136,4,4
137,2,0
138,3,3
139,1,1
140,2,2
141,2,2
142,1,1
143,1,1
144,0,0
145,0,0
146,1,1
147,3,3
148,1,1
149,3,3
150,1,1
151,1,1
152,1,1
153,1,1
154,0,0
155,3,3
156,1,1
157,1,1
158,1,1
159,2,2
160,0,0
161,1,1
162,4,4
163,1,1
164,2,2
165,0,0
166,0,0
167,0,0
168,4,4
169,0,0
170,2,2
171,0,0
172,3,3
173,3,3
174,3,3
175,4,4
176,4,4
177,4,4
178,2,2
179,2,2
180,4,4
181,4,4
182,1,1
183,2,2
184,3,3
185,2,0
186,1,1
187,1,1
188,4,4
189,1,1
190,4,0
191,3,3
192,2,2
193,0,0
194,2,2
195,3,3
196,4,4
197,1,1
198,4,4
199,2,2
200,2,2
201,2,2
202,1,1
203,3,3
204,2,4
205,1,1
206,4,4
207,2,2
208,1,1
209,4,4
210,2,2
211,3,3
212,2,2
213,2,2
214,1,1
215,1,1
216,3,3
217,1,1
218,4,4
219,2,2
220,1,1
221,0,0
222,3,3
223,4,4
224,3,3
225,1,1
226,4,4
227,0,0
228,1,1
229,2,2
230,4,4
231,0,0
232,1,0
233,3,3
234,2,1
235,3,3
236,2,2
237,2,4
238,3,3
239,3,3
240,4,4
241,1,1
242,2,4
243,2,0
244,1,1
245,1,1
246,4,4
247,3,3
248,0,0
249,0,0
250,2,2
251,2,4
252,2,2
253,1,1
254,4,4
255,1,0
256,3,3
257,2,2
258,1,1
259,4,1
260,1,1
261,2,2
262,2,2
263,1,1
264,1,1
265,3,3
266,0,0
267,2,2
268,0,0
269,1,1
270,1,1
271,2,0
272,2,2
273,4,0
274,3,3
275,1,1
276,0,0
277,2,2
278,4,4
279,2,2
280,2,4
281,3,3
282,1,3
283,3,3
284,1,1
285,2,2
286,0,0
287,0,0
288,3,3
289,1,1
290,0,0
291,2,2
292,1,1
293,4,4
294,2,2
295,0,0
296,3,3
297,3,3
298,1,1
299,0,0
300,3,3
301,1,1
302,3,3
303,4,4
304,3,3
305,0,0
306,3,3
307,2,2
308,3,3
309,4,4
310,3,3
311,1,1
312,3,3
313,1,1
314,0,0
315,2,2
316,3,3
317,1,1
318,3,3
319,0,0
320,1,1
321,2,2
322,0,0
323,0,0
324,0,0
325,3,3
326,0,0
327,2,2
328,4,4
329,0,0
330,4,4
331,3,3
332,4,4
333,3,3
334,0,0
335,0,0
336,2,4
337,1,1
338,4,4
339,1,1
340,2,2
341,1,1
342,0,0
343,3,3
344,1,1
345,1,1
346,0,0
347,0,0
348,0,0
349,2,2
350,0,0
351,3,3
352,4,4
353,1,1
354,0,0
355,1,1
356,1,1
357,3,3
358,1,1
359,3,3
360,2,2
361,4,4
362,2,2
363,2,1
364,0,0
365,2,2
366,3,3
367,3,3
368,1,1
369,3,3
370,0,0
371,0,0
372,4,4
373,2,2
374,1,3
375,3,3
376,0,0
377,2,2
378,2,2
379,4,4
380,0,0
381,0,0
382,4,4
383,1,1
384,4,4
385,1,1
386,1,1
387,1,1
388,2,2
389,1,0
390,2,0
391,1,3
392,2,0
393,3,3
394,4,4
395,4,4
396,3,3
397,4,4
398,0,0
399,4,4
400,0,0
401,1,0
402,4,4
403,0,0
404,0,0
405,4,4
406,2,2
407,3,3
408,4,4
409,0,0
410,1,1
411,4,4
412,2,0
413,0,0
414,0,0
415,2,2
416,2,2
417,0,0
418,1,1
419,0,0
420,2,2
421,1,1
422,2,2
423,4,4
424,1,1
425,2,4
426,0,0
427,2,0
428,4,4
429,3,3
430,3,3
431,4,4
432,3,3
433,4,4
434,2,2
435,2,4
436,3,3
437,1,1
438,2,2
439,1,1
440,3,3
441,1,1
442,4,4
443,1,1
444,4,4
445,2,2
446,2,2
447,3,3
448,2,2
449,3,3
450,0,0
451,3,3
452,4,4
453,1,1
454,2,2
455,0,0
456,2,2
457,3,3
458,1,1
459,1,1
460,2,2
461,0,0
462,2,0
463,1,1
464,0,0
465,0,0
466,4,4
467,3,3
468,4,0
469,4,4
470,1,1
471,2,2
472,4,4
473,3,3
474,0,0
475,1,1
476,3,3
477,4,4
478,1,1
479,4,4
480,0,0
481,1,1
482,2,2
483,0,0
484,4,4
485,0,2
486,0,0
487,4,4
488,1,1
489,1,1
490,0,0
491,3,3
492,2,2
493,0,0
494,0,0
495,0,0
496,4,4
497,4,4
498,2,2
499,2,2
500,2,2
501,3,3
502,1,1
503,0,0
504,4,0
505,2,2
506,3,3
507,2,2
508,2,2
509,2,2
510,1,1
511,2,4
512,3,3
513,3,3
514,0,0
515,2,2
516,3,3
517,0,0
518,4,4
519,2,2
520,1,1
521,3,3
522,4,4
523,1,1
524,0,0
525,0,0
526,2,4
527,0,0
528,0,0
529,3,3
530,0,2
531,3,3
532,4,4
533,4,4
534,0,0
535,4,4
536,2,2
537,3,3
538,2,2
539,4,4
540,4,0
541,3,3
542,0,0
543,2,4
544,4,4
545,1,1
546,1,1
547,2,2
548,0,0
549,3,3
550,0,0
551,0,0
552,3,3
553,2,2
554,1,1
555,3,3
556,2,2
557,0,0
558,1,1
559,2,2
560,1,1
561,4,4
562,2,2
563,1,1
564,2,2
565,0,0
566,0,0
567,3,3
568,2,2
569,2,0
570,3,3
571,2,2
572,2,2
573,2,0
574,2,2
575,3,3
576,3,3
577,0,2
578,2,2
579,0,0
580,3,3
581,4,4
582,1,1
583,3,3
584,1,1
585,3,3
586,1,1
587,1,1
588,4,0
589,3,3
590,0,0
591,4,1
592,4,4
593,4,4
594,2,0
595,2,2
596,2,2
597,2,2
598,1,1
599,2,2
600,1,1
601,1,1
602,2,2
603,2,2
604,3,3
605,4,4
606,2,2
607,2,2
608,0,0
609,0,0
610,1,1
611,4,4
612,4,4
613,1,1
614,2,2
615,4,4
616,0,0
617,2,4
618,3,1
619,1,1
620,4,4
621,4,4
622,0,0
623,1,1
624,3,3
625,1,1
626,2,2
627,4,4
628,2,0
629,3,3
630,4,4
631,3,3
632,4,4
