,preds_vec,true_vec
0,4,4
1,0,0
2,1,1
3,3,3
4,1,1
5,0,0
6,1,1
7,1,1
8,0,0
9,1,1
10,1,1
11,2,2
12,4,4
13,4,4
14,0,0
15,2,4
16,0,0
17,2,2
18,2,2
19,3,3
20,3,3
21,1,1
22,1,1
23,2,0
24,1,1
25,2,2
26,1,1
27,2,2
28,1,1
29,0,0
30,2,2
31,4,4
32,4,1
33,2,2
34,1,1
35,0,0
36,3,3
37,0,0
38,4,4
39,1,1
40,4,4
41,0,0
42,3,3
43,0,0
44,4,4
45,3,3
46,1,1
47,1,1
48,3,3
49,3,3
50,2,2
51,3,3
52,0,0
53,2,2
54,0,0
55,1,1
56,2,2
57,4,4
58,3,3
59,2,2
60,3,3
61,4,0
62,3,3
63,3,3
64,2,2
65,3,3
66,0,0
67,0,0
68,3,3
69,1,1
70,2,2
71,4,4
72,0,0
73,1,1
74,1,3
75,2,2
76,2,2
77,4,4
78,3,3
79,3,3
80,1,0
81,4,4
82,2,2
83,2,2
84,3,3
85,1,1
86,4,4
87,3,3
88,3,3
89,2,2
90,2,2
91,0,4
92,1,1
93,2,2
94,3,3
95,2,2
96,4,4
97,3,3
98,0,0
99,0,0
100,0,0
101,3,3
102,3,3
103,1,1
104,1,1
105,4,4
106,2,2
107,3,3
108,2,2
109,1,1
110,3,3
111,4,4
112,4,4
113,1,1
114,1,1
115,0,0
116,2,2
117,3,3
118,2,2
119,2,2
120,4,4
121,1,1
122,2,0
123,2,2
124,2,2
125,4,4
126,3,3
127,0,0
128,2,2
129,3,3
130,3,3
131,2,4
132,0,0
133,1,1
134,2,2
135,1,1
136,2,2
137,0,2
138,4,4
139,1,1
140,0,0
141,3,3
142,3,3
143,4,4
144,3,3
145,0,0
146,3,3
147,2,2
148,3,3
149,2,2
150,1,1
151,2,2
152,2,2
153,3,3
154,0,0
155,1,1
156,1,1
157,3,3
158,1,1
159,0,0
160,0,0
161,0,0
162,4,4
163,4,4
164,0,0
165,4,4
166,2,2
167,1,1
168,0,0
169,1,1
170,4,4
171,2,2
172,2,2
173,1,1
174,2,2
175,0,0
176,3,3
177,4,4
178,3,3
179,0,0
180,2,4
181,3,3
182,0,0
183,0,0
184,3,3
185,1,1
186,4,4
187,4,4
188,1,1
189,4,4
190,0,0
191,2,4
192,0,0
193,2,4
194,3,3
195,2,2
196,4,0
197,4,4
198,1,1
199,0,0
200,4,4
201,4,4
202,3,3
203,1,1
204,1,1
205,2,2
206,4,4
207,0,0
208,3,3
209,3,3
210,1,1
211,3,3
212,0,0
213,3,3
214,2,4
215,0,0
216,4,4
217,0,0
218,2,2
219,3,3
220,2,2
221,0,0
222,1,1
223,3,3
224,2,2
225,0,0
226,4,4
227,2,2
228,2,2
229,2,2
230,1,1
231,0,0
232,0,0
233,1,1
234,4,4
235,3,3
