,preds_vec,true_vec
0,1,0
1,1,1
2,1,1
3,4,0
4,4,0
5,1,1
6,3,3
7,1,1
8,3,3
9,2,2
10,0,0
11,2,2
12,3,1
13,4,4
14,1,1
15,4,4
16,0,2
17,3,3
18,1,1
19,1,1
20,3,3
21,3,3
22,0,2
23,2,2
24,4,4
25,3,3
26,3,1
27,4,4
28,0,0
29,3,3
30,4,1
31,3,3
32,4,4
33,1,1
34,0,0
35,2,2
36,1,1
37,2,2
38,4,4
39,3,3
40,1,2
41,4,4
42,0,0
43,2,2
44,3,3
45,3,3
46,1,1
47,4,4
48,1,1
49,2,2
50,4,4
51,2,2
52,3,3
53,4,2
54,2,4
55,4,4
56,0,0
57,3,2
58,3,3
59,3,3
60,2,2
61,1,0
62,4,4
63,0,0
64,2,2
65,4,1
66,4,0
67,1,1
68,1,1
69,1,1
70,2,2
71,2,2
72,4,4
73,4,4
74,0,1
75,3,3
76,0,1
77,2,2
78,2,2
79,2,2
80,0,0
81,0,4
82,2,2
83,0,0
84,2,2
85,0,0
86,3,3
87,0,0
88,0,0
89,0,2
90,3,3
91,0,4
92,3,3
93,4,4
94,3,3
95,2,0
96,4,4
97,2,2
98,4,4
99,0,2
100,0,0
101,3,3
102,2,2
103,3,3
104,1,1
105,1,1
106,3,3
107,1,0
108,2,2
109,3,3
110,4,4
111,3,3
112,0,0
113,4,4
114,2,2
115,0,0
116,3,3
117,4,4
118,3,3
119,4,1
120,4,4
121,1,1
122,1,1
123,1,1
124,1,1
125,3,3
126,3,3
127,1,1
128,2,2
129,4,4
130,4,4
131,1,3
132,2,2
133,2,2
134,0,0
135,1,0
136,0,0
137,2,2
138,3,3
139,4,4
140,1,1
141,2,2
142,0,1
143,2,1
144,2,2
145,2,2
146,1,1
147,2,2
148,4,4
149,2,2
150,1,1
151,1,1
152,2,2
153,4,4
154,1,4
155,1,1
156,4,4
157,1,1
158,3,3
159,0,0
160,4,4
161,1,1
162,2,2
163,2,2
164,2,2
165,0,0
166,1,1
167,0,0
168,2,2
169,1,4
170,2,2
171,4,4
172,1,1
173,3,3
174,3,3
175,1,1
176,0,4
177,4,4
178,1,1
179,1,1
180,0,0
181,3,3
182,0,4
183,3,3
184,2,2
185,1,4
186,0,0
187,1,1
188,4,4
189,2,2
190,1,0
191,2,2
192,4,4
193,1,1
194,1,1
195,1,1
196,0,0
197,4,4
198,0,1
199,1,1
200,3,3
201,4,4
202,0,0
203,1,1
204,4,0
205,4,4
206,2,2
207,2,2
208,0,0
209,3,3
210,0,0
211,0,0
212,2,2
213,3,3
214,1,1
215,3,3
216,1,1
217,2,2
218,2,2
219,0,0
220,4,0
221,4,0
222,1,0
223,1,0
224,0,0
225,1,1
226,3,3
227,1,1
228,1,1
229,0,0
230,2,2
231,1,1
232,4,4
233,4,4
234,1,3
235,4,4
236,2,2
237,1,1
238,3,3
239,3,3
240,1,0
241,1,1
242,1,3
243,2,2
244,3,3
245,2,2
246,1,1
247,3,3
248,2,2
249,3,1
250,2,2
251,4,0
252,2,2
253,1,1
254,2,0
255,3,3
256,0,1
257,0,0
258,1,1
259,2,2
260,0,0
261,0,0
262,4,4
263,4,4
264,4,4
265,4,4
266,2,2
267,1,3
268,0,0
269,1,1
270,3,3
271,3,3
272,1,1
273,3,3
274,1,1
275,0,0
276,4,4
277,2,2
278,1,1
279,2,2
280,4,0
281,1,0
282,4,4
283,0,0
284,0,0
285,4,4
286,1,0
287,2,0
288,3,3
289,2,2
290,3,3
291,1,1
292,1,1
293,2,2
294,1,1
295,3,3
296,1,1
297,2,1
298,0,0
299,2,2
300,3,3
301,3,3
302,0,0
303,3,3
304,4,4
305,2,2
306,4,4
307,3,3
308,1,1
309,2,2
310,2,0
311,0,0
312,3,3
313,2,1
314,0,0
315,2,2
316,3,3
317,3,1
318,1,1
319,3,3
320,2,2
321,0,0
322,1,3
323,1,1
324,2,2
325,0,0
326,2,2
327,0,0
328,1,1
329,2,0
330,4,4
331,2,4
332,0,0
333,4,4
334,4,4
335,1,1
336,3,3
337,2,2
338,0,1
339,2,2
340,2,2
341,2,2
342,0,0
343,0,0
344,1,2
345,4,4
346,3,3
347,0,0
348,1,1
349,1,1
350,2,1
351,3,3
352,0,0
353,1,1
354,4,4
355,2,0
356,4,0
357,1,1
358,1,1
359,1,1
360,2,2
361,4,4
362,0,0
363,1,1
364,2,0
365,0,0
366,2,0
367,1,1
368,1,1
369,0,1
370,3,3
371,3,3
372,2,0
373,2,2
374,3,3
375,0,4
376,2,0
377,1,1
378,0,0
379,0,3
380,0,0
381,2,0
382,2,2
383,2,0
384,1,1
385,0,3
386,4,4
387,2,2
388,2,2
389,2,2
390,1,0
391,0,4
392,4,4
393,2,2
394,2,2
395,1,1
396,2,4
397,4,2
398,1,1
399,4,4
400,4,4
401,3,3
402,2,2
403,4,0
404,2,2
405,0,0
406,2,2
407,1,3
408,0,0
409,3,3
410,4,4
411,1,1
412,1,1
413,2,2
414,1,1
415,4,4
416,2,2
417,1,1
418,3,3
419,4,4
420,4,4
421,4,4
422,2,2
423,0,0
424,2,2
425,0,0
426,4,4
427,3,3
428,2,4
429,3,3
430,3,3
431,1,3
432,4,0
433,4,0
434,0,0
435,2,2
436,0,0
437,4,4
438,1,3
439,2,2
440,4,4
441,4,4
442,4,4
443,1,3
444,3,3
445,3,3
446,0,0
447,0,2
448,4,4
449,4,2
450,0,0
451,4,4
452,2,0
453,1,1
454,0,0
455,2,2
456,2,2
457,4,4
458,4,4
459,0,0
460,4,4
461,3,3
462,0,0
463,3,3
464,2,2
465,0,0
466,1,1
467,2,2
468,2,2
469,2,2
470,4,4
471,1,1
472,3,3
473,1,1
474,0,1
475,2,0
476,2,2
477,0,0
478,1,1
479,1,1
480,2,2
481,1,1
482,3,3
483,1,1
484,4,4
485,0,0
486,4,4
487,1,0
488,1,3
489,2,2
490,4,4
491,3,3
492,2,2
493,1,0
494,4,0
495,3,3
496,0,2
497,0,0
498,2,2
499,2,2
500,0,0
501,0,0
502,2,2
503,1,1
504,0,0
505,1,0
506,3,3
507,0,2
508,1,1
509,4,4
510,2,2
511,4,4
512,2,2
513,4,4
514,1,0
