,preds_vec,true_vec
0,3,3
1,0,0
2,3,3
3,4,4
4,3,3
5,2,2
6,1,1
7,4,4
8,0,0
9,2,2
10,3,3
11,4,0
12,3,3
13,3,3
14,3,3
15,2,2
16,4,4
17,1,1
18,1,1
19,0,0
20,2,2
21,2,2
22,1,1
23,4,4
24,4,4
25,4,4
26,3,3
27,0,0
28,4,4
29,4,4
30,0,0
31,2,4
32,2,2
33,1,1
34,1,1
35,3,3
36,0,0
37,4,4
38,3,3
39,2,0
40,3,3
41,0,0
42,0,0
43,1,1
44,3,3
45,4,4
46,1,1
47,2,2
48,4,4
49,4,4
50,2,2
51,1,1
52,0,0
53,2,2
54,1,1
55,0,0
56,1,1
57,3,3
58,3,3
59,2,2
60,2,2
61,0,0
62,2,2
63,3,3
64,0,0
65,1,1
66,2,2
67,0,0
68,1,1
69,1,1
70,2,2
71,0,0
72,2,2
73,1,1
74,3,3
75,1,1
76,2,4
77,0,0
78,3,3
79,2,2
80,0,0
81,4,2
82,0,0
83,2,2
84,2,2
85,4,0
86,0,0
87,0,0
88,4,4
89,1,3
90,0,0
91,0,0
92,2,2
93,2,2
94,1,1
95,3,3
96,1,1
97,4,4
98,2,2
99,0,0
100,0,2
101,0,0
102,4,4
103,1,1
104,2,2
105,3,3
106,1,1
107,3,3
108,1,1
109,4,4
110,1,1
111,3,3
112,3,3
113,1,1
114,0,0
115,0,0
116,4,4
117,0,0
118,4,4
119,1,1
120,4,4
121,2,2
122,2,2
123,4,4
124,3,3
125,1,1
126,4,4
127,4,4
128,3,3
129,2,2
130,0,0
131,4,0
132,1,1
133,2,2
134,0,0
135,1,1
136,3,3
137,2,2
138,1,0
139,1,1
140,1,3
141,1,1
142,1,0
143,3,3
144,4,4
145,1,1
146,1,1
147,3,3
148,4,4
149,2,2
150,2,4
151,1,1
152,1,1
153,0,0
154,4,4
155,2,2
156,3,3
157,3,3
158,2,2
159,3,3
160,3,3
161,3,3
162,2,2
163,4,4
164,2,2
165,4,4
166,1,1
167,1,1
168,1,1
169,1,1
170,1,1
171,2,2
172,1,1
173,4,2
174,3,3
175,1,1
176,4,0
177,3,3
178,0,0
179,1,1
180,1,0
181,1,0
182,4,4
183,0,0
184,2,2
185,2,2
186,0,0
187,3,3
188,1,1
189,4,4
190,1,1
191,0,0
192,0,0
193,2,2
194,0,0
195,1,1
196,2,2
197,0,0
198,2,2
199,4,4
200,4,4
201,1,1
202,4,4
203,2,2
204,3,3
205,2,2
206,2,2
207,2,2
208,1,1
209,4,4
210,1,1
211,4,4
212,2,2
213,1,1
214,0,0
215,4,4
216,1,0
217,4,2
218,1,1
219,2,2
