,preds_vec,true_vec
0,3,3
1,4,4
2,3,3
3,1,1
4,2,2
5,0,0
6,2,2
7,1,1
8,3,3
9,2,2
10,0,0
11,3,3
12,1,1
13,4,4
14,0,0
15,4,4
16,1,1
17,0,0
18,1,1
19,4,4
20,3,1
21,2,2
22,1,1
23,3,3
24,4,4
25,3,3
26,2,2
27,0,0
28,1,1
29,2,2
30,2,2
31,1,1
32,4,4
33,3,3
34,2,2
35,3,3
36,1,1
37,1,1
38,1,1
39,3,3
40,1,1
41,4,4
42,4,4
43,4,4
44,4,4
45,1,1
46,1,4
47,4,4
48,4,4
49,4,2
50,0,0
51,2,2
52,4,2
53,1,1
54,4,4
55,4,2
56,3,3
57,2,0
58,3,3
59,0,0
60,2,2
61,0,0
62,4,0
63,0,0
64,2,2
65,2,2
66,4,0
67,0,0
68,2,2
69,1,1
70,3,3
71,0,0
72,4,4
73,2,2
74,4,4
75,0,0
76,1,0
77,2,2
78,3,3
79,0,0
80,3,3
81,4,4
82,1,1
83,4,4
84,2,2
85,2,2
86,0,0
87,2,2
88,4,4
89,3,3
90,2,2
91,2,2
92,2,2
93,1,1
94,1,1
95,4,4
96,2,2
97,1,1
98,2,2
99,1,1
100,3,3
101,4,4
102,4,4
103,0,0
104,1,1
105,0,0
106,1,1
107,3,3
108,2,2
109,2,2
110,1,1
111,1,1
112,1,1
113,1,1
114,0,0
115,3,3
116,4,0
117,0,0
118,2,2
119,0,0
120,0,0
121,2,2
122,4,0
123,1,1
124,4,4
125,1,1
126,4,4
127,1,1
128,1,1
129,1,1
130,1,1
131,1,1
132,2,2
133,3,3
134,1,1
135,2,2
136,4,4
137,2,2
138,1,1
139,3,3
140,0,0
141,1,1
142,4,4
143,3,3
144,2,2
145,4,4
146,3,3
147,2,2
148,3,3
149,2,4
150,2,4
151,4,4
152,1,1
153,0,0
154,2,2
155,1,1
156,1,1
157,0,0
158,4,4
159,0,0
160,3,3
161,4,4
162,2,2
163,3,3
164,3,3
165,1,1
166,3,3
167,2,2
168,3,3
169,2,4
170,4,4
171,0,0
172,1,3
173,2,2
174,3,3
175,3,3
176,2,2
177,2,2
178,2,2
179,2,2
180,0,0
181,1,1
182,4,4
183,4,4
184,2,2
185,4,0
186,3,3
187,4,4
188,1,1
189,0,0
190,2,4
191,1,1
192,1,1
193,4,4
194,3,3
195,2,0
196,4,4
197,2,2
198,4,4
199,1,4
200,2,0
201,3,3
202,4,4
203,4,4
204,2,2
205,3,3
206,1,1
207,3,3
208,1,1
209,4,4
210,2,2
211,1,1
212,0,0
213,1,3
214,1,1
215,0,0
216,1,4
217,3,3
218,1,1
219,4,4
220,1,1
221,1,1
222,2,2
223,1,1
224,0,0
225,2,2
226,1,0
227,0,0
228,0,0
