,preds_vec,true_vec
0,1,1
1,2,2
2,1,1
3,2,2
4,1,1
5,0,0
6,3,3
7,4,4
8,2,2
9,4,4
10,4,4
11,2,2
12,2,2
13,4,4
14,1,1
15,1,1
16,2,0
17,2,2
18,2,2
19,2,4
20,3,3
21,3,3
22,1,4
23,4,4
24,0,0
25,4,4
26,0,0
27,0,0
28,3,3
29,1,1
30,4,4
31,3,3
32,4,1
33,1,1
34,4,0
35,1,1
36,2,4
37,0,0
38,2,2
39,2,2
40,4,4
41,3,3
42,2,2
43,3,3
44,2,2
45,2,2
46,0,0
47,2,2
48,4,4
49,0,0
50,3,3
51,4,4
52,3,3
53,0,0
54,0,0
55,2,2
56,3,3
57,1,1
58,1,1
59,0,0
60,4,4
61,3,3
62,2,2
63,1,1
64,3,3
65,1,1
66,1,1
67,1,3
68,0,0
69,3,3
70,3,3
71,0,2
72,0,0
73,1,1
74,0,0
75,0,0
76,3,0
77,4,4
78,4,4
79,1,1
80,3,3
81,2,2
82,4,4
83,0,0
84,1,0
85,4,4
86,0,0
87,2,2
88,2,2
89,2,0
90,4,4
91,4,4
92,3,3
93,3,3
94,2,2
95,3,3
96,4,4
97,1,1
98,0,0
99,1,1
100,4,4
101,2,2
102,3,3
103,4,4
104,0,0
105,1,1
106,0,0
107,1,1
108,1,1
109,3,3
110,2,2
111,1,1
112,3,3
113,1,1
114,3,3
115,2,2
116,1,4
117,4,4
118,2,2
119,2,2
120,1,1
121,2,2
122,4,4
123,2,2
124,3,3
125,3,3
126,2,2
127,3,3
128,3,3
129,1,1
130,4,4
131,1,1
132,3,3
133,1,3
134,3,3
135,0,0
136,1,0
137,3,3
138,3,3
139,3,3
140,4,4
141,0,0
142,3,3
143,4,4
144,3,3
145,2,2
146,2,2
147,3,3
148,0,0
149,4,4
150,2,2
151,2,2
152,3,3
153,3,3
154,0,0
155,4,4
156,1,1
157,1,3
158,0,0
159,4,4
160,1,1
161,4,4
162,1,1
163,3,3
164,0,0
165,2,2
166,4,4
167,1,1
168,1,1
169,3,3
170,1,1
171,2,0
172,2,2
173,2,2
174,1,1
175,1,1
176,4,4
177,3,3
178,4,4
179,4,4
180,3,3
181,2,2
182,1,1
183,4,4
184,4,4
185,0,0
186,2,2
187,0,0
188,4,4
189,2,2
190,1,1
191,0,0
192,3,3
193,3,3
194,0,0
195,1,1
196,4,4
197,1,1
198,0,0
199,1,1
200,3,3
201,2,2
202,3,3
203,3,3
204,0,0
205,4,4
206,1,1
207,4,4
208,2,4
209,2,2
210,0,0
211,2,2
212,4,4
213,4,4
214,0,0
215,1,1
216,0,0
217,3,3
218,1,1
219,3,3
220,3,3
221,4,4
222,1,3
223,0,0
224,4,2
225,2,4
226,3,3
227,1,1
228,0,0
229,4,4
230,2,2
231,1,0
232,4,4
233,1,1
234,0,0
235,1,1
236,2,2
237,2,2
238,3,3
239,3,3
240,2,2
241,0,0
242,4,4
243,0,0
244,4,4
245,4,4
246,3,3
247,2,2
248,2,2
249,4,0
250,4,4
251,4,4
252,4,4
253,4,4
254,1,1
255,1,1
256,3,3
257,3,3
258,4,4
259,3,3
260,0,0
261,3,3
262,0,0
263,4,4
264,1,1
265,1,1
266,3,3
267,4,4
268,0,0
269,2,2
270,0,0
271,4,4
272,3,3
273,1,1
274,2,2
275,4,4
276,2,2
277,4,4
278,2,2
279,1,1
280,3,3
281,3,3
282,0,0
283,3,3
284,3,3
285,2,2
286,3,3
287,3,3
288,1,1
289,3,3
290,1,1
291,0,0
292,4,4
293,3,3
294,4,4
295,2,4
296,4,4
297,0,0
298,4,4
299,1,0
300,0,0
301,4,4
302,1,1
303,0,0
304,4,4
305,0,0
306,0,0
307,2,2
308,2,2
309,1,3
310,2,4
311,0,0
312,3,3
313,0,0
314,0,0
315,1,1
316,4,4
317,1,1
318,1,1
