,preds_vec,true_vec
0,1,4
1,3,3
2,1,1
3,4,4
4,1,1
5,2,4
6,2,2
7,1,4
8,2,0
9,3,3
10,2,2
11,3,3
12,2,2
13,4,0
14,0,0
15,2,0
16,4,4
17,3,3
18,4,2
19,4,4
20,0,0
21,0,0
22,4,2
23,2,2
24,0,0
25,4,4
26,3,3
27,1,1
28,4,2
29,3,1
30,3,3
31,3,3
32,3,3
33,2,2
34,0,0
35,2,4
36,4,4
37,2,2
38,4,4
39,1,1
40,3,3
41,2,2
42,2,0
43,0,1
44,1,1
45,3,1
46,2,2
47,1,4
48,0,0
49,3,3
50,4,4
51,4,4
52,0,0
53,1,0
54,1,0
55,1,1
56,4,4
57,3,3
58,4,4
59,0,0
60,3,3
61,3,4
62,3,3
63,0,0
64,0,0
65,0,0
66,3,3
67,2,2
68,2,2
69,4,4
70,3,3
71,1,1
72,2,2
73,0,4
74,3,3
75,0,4
76,1,1
77,4,4
78,3,3
79,2,2
80,1,1
81,2,2
82,3,3
83,2,2
84,0,0
85,4,4
86,2,2
87,4,0
88,4,0
89,3,3
90,4,4
91,2,2
92,3,3
93,2,0
94,3,3
95,2,2
96,3,3
97,3,3
98,0,0
99,4,2
100,3,3
101,4,4
102,2,2
103,3,3
104,3,3
105,4,4
106,3,3
107,1,1
108,1,1
109,2,2
110,2,3
111,0,0
112,3,3
113,3,3
114,1,4
115,4,4
116,3,3
117,2,2
118,0,1
119,4,4
120,4,4
121,1,1
122,2,2
123,0,1
124,2,2
125,0,0
126,2,4
127,1,4
128,2,2
129,2,2
130,1,1
131,4,4
132,1,1
133,3,3
134,0,1
135,4,4
136,0,0
137,4,4
138,1,1
139,0,1
140,0,0
141,0,0
142,2,0
143,0,0
144,2,2
145,2,2
146,1,1
147,2,2
148,1,1
149,2,2
150,0,0
151,0,0
152,0,4
153,3,3
154,0,0
155,2,2
156,2,2
157,2,2
158,1,1
159,2,2
160,0,4
161,2,0
162,1,1
163,0,2
164,3,3
165,2,2
166,3,3
167,3,3
168,0,0
169,1,1
170,3,3
171,4,2
172,2,0
173,1,4
174,4,4
175,3,3
176,0,1
177,4,4
178,1,1
179,2,2
180,1,4
181,0,2
182,1,1
183,0,0
184,1,3
185,4,4
186,1,4
187,4,4
188,0,0
189,2,2
190,3,3
191,4,4
192,0,0
193,4,4
194,2,2
195,2,2
196,4,4
197,4,4
198,1,1
199,4,4
200,1,4
201,3,3
202,0,1
203,4,0
204,3,1
205,3,3
206,3,3
207,2,0
208,3,3
209,4,2
210,0,0
